customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,first_purchase_date,last_purchase_date,region,loyalty_member,total_purchases,total_spent,avg_purchase_value,visits_2023,has_escalation,escalation_reason,customer_rating
1354,28-04-2022,YYC-NW,15,0.22,55.48,28-04-2022,28-05-2024,Calgary NW,FALSE,35,2007.37,57.35,12,FALSE,None,4.11
1355,23-04-2024,YYC-DT,17,0.43,298.05,23-04-2024,09-09-2024,Calgary Downtown,FALSE,9,709.23,78.8,9,FALSE,None,4.39
1356,27-07-2019,YYC-DT,10,0.1,15.84,27-07-2019,03-07-2022,Calgary Downtown,TRUE,47,2272.07,48.34,7,TRUE,Billing Error,4.25
1357,17-10-2019,YYC-DT,4,0.25,81.15,17-10-2019,09-12-2020,Calgary Downtown,FALSE,17,648.1,38.12,3,TRUE,Late Delivery,3.31
1358,22-08-2019,ONLINE,13,0.28,70.23,22-08-2019,06-06-2021,Online,FALSE,66,6143.3,93.08,10,FALSE,None,3.81
1359,30-01-2024,YYC-SE,6,0.42,245.07,30-01-2024,13-08-2024,Calgary SE,FALSE,3,190.45,63.48,7,TRUE,Damaged Book,3.44
1360,30-08-2024,YYC-DT,17,0.09,224.52,30-08-2024,13-12-2024,Calgary Downtown,FALSE,5,219.45,43.89,11,TRUE,Billing Error,3.49
1361,20-08-2022,YYC-NW,12,0.26,73.5,20-08-2022,26-06-2024,Calgary NW,FALSE,28,1789.09,63.9,10,FALSE,None,3.63
1362,21-04-2024,YYC-NW,5,0.36,114.63,21-04-2024,28-09-2024,Calgary NW,TRUE,3,176.85,58.95,4,FALSE,None,4.51
1363,22-04-2021,YYC-NW,5,0.31,97.5,22-04-2021,09-11-2023,Calgary NW,TRUE,14,787.96,56.28,5,FALSE,None,4.11
1364,04-09-2022,YYC-NW,16,0.08,285.05,04-09-2022,02-01-2023,Calgary NW,FALSE,27,2496.17,92.45,10,FALSE,None,4.19
1365,01-01-2023,YYC-DT,16,0.4,113.66,01-01-2023,02-04-2024,Calgary Downtown,TRUE,31,1798.56,58.02,12,TRUE,Rude Staff,3.39
1366,06-08-2019,YYC-DT,10,0.27,120.28,06-08-2019,10-03-2022,Calgary Downtown,FALSE,53,4776.14,90.12,10,FALSE,None,3.7
1367,21-04-2020,YYC-DT,10,0.45,193.19,21-04-2020,17-04-2024,Calgary Downtown,FALSE,33,2425.48,73.5,5,FALSE,None,4.31
1368,02-09-2024,YYC-SE,5,0.03,146.2,02-09-2024,14-12-2024,Calgary SE,FALSE,1,57.7,57.7,5,FALSE,None,4.14
1369,09-06-2019,YYC-SE,7,0.11,114.69,09-06-2019,03-10-2022,Calgary SE,FALSE,42,2603.74,61.99,6,FALSE,None,3.76
1370,06-06-2019,YYC-NW,12,0.28,185.79,06-06-2019,14-12-2020,Calgary NW,FALSE,73,3720.74,50.97,10,FALSE,None,3.89
1371,12-10-2019,YYC-DT,5,0.27,131.25,12-10-2019,04-11-2023,Calgary Downtown,FALSE,26,1968.77,75.72,6,FALSE,None,4.52
1372,11-08-2023,YYC-SE,9,0.36,258.04,11-08-2023,10-11-2023,Calgary SE,FALSE,13,1070.57,82.35,7,TRUE,Damaged Book,3.08
1373,03-07-2020,YYC-SE,8,0.41,146.32,03-07-2020,06-02-2022,Calgary SE,FALSE,27,2001.33,74.12,9,FALSE,None,4.44
1374,01-06-2019,YYC-DT,11,0.33,255.4,01-06-2019,13-09-2019,Calgary Downtown,FALSE,50,2951.57,59.03,6,TRUE,Damaged Book,3.56
1375,23-08-2023,YYC-NW,8,0.09,152.16,23-08-2023,16-06-2024,Calgary NW,TRUE,8,358.6,44.82,4,FALSE,None,4.98
1376,20-05-2021,YYC-NW,2,0.52,165.91,20-05-2021,30-04-2023,Calgary NW,FALSE,7,369.6,52.8,1,FALSE,None,3.66
1377,18-09-2019,YYC-SE,2,0.27,16.49,18-09-2019,26-05-2021,Calgary SE,FALSE,9,779.1,86.57,1,FALSE,None,4.23
1378,15-08-2019,YYC-NW,7,0.55,172.76,15-08-2019,06-08-2024,Calgary NW,FALSE,27,2080.27,77.05,5,FALSE,None,3.55
1379,11-04-2019,YYC-DT,2,0.18,66.88,11-04-2019,02-01-2024,Calgary Downtown,FALSE,11,846.17,76.92,1,FALSE,None,4.08
1380,24-07-2021,YYC-DT,10,0.03,304.69,24-07-2021,05-02-2023,Calgary Downtown,FALSE,30,2038.13,67.94,7,TRUE,Website Issue,3.13
1381,03-10-2023,YYC-DT,11,0.38,336.51,03-10-2023,13-05-2024,Calgary Downtown,FALSE,11,420.28,38.21,9,TRUE,Late Delivery,2.85
1382,24-03-2019,YYC-NW,11,0.07,121.4,24-03-2019,24-05-2023,Calgary NW,FALSE,54,3083.86,57.11,11,FALSE,None,3.43
1383,08-06-2019,YYC-SE,15,0.26,209.53,08-06-2019,02-01-2023,Calgary SE,FALSE,91,5824.36,64,13,FALSE,None,3.96
1384,12-03-2021,YYC-DT,9,0.11,189.42,12-03-2021,06-09-2021,Calgary Downtown,FALSE,25,1209.1,48.36,7,FALSE,None,4.18
1385,02-10-2022,YYC-DT,11,0.12,72.08,02-10-2022,15-04-2024,Calgary Downtown,FALSE,25,1915.57,76.62,10,TRUE,Rude Staff,3.75
1386,22-11-2024,YYC-DT,10,0.21,94.9,22-11-2024,07-07-2024,Calgary Downtown,FALSE,2,95.46,47.73,5,TRUE,Late Delivery,3.19
1387,10-03-2024,YYC-DT,10,0.22,155.54,10-03-2024,15-12-2024,Calgary Downtown,FALSE,6,547.16,91.19,7,FALSE,None,4.82
1388,28-06-2023,YYC-DT,4,0.22,187.6,28-06-2023,31-12-2023,Calgary Downtown,FALSE,6,303,50.5,2,FALSE,None,3.89
1389,15-11-2024,YYC-DT,7,0.38,54.31,15-11-2024,04-08-2024,Calgary Downtown,FALSE,1,51.54,51.54,6,TRUE,Late Delivery,2.92
1390,03-10-2021,YYC-DT,3,0.29,176.51,03-10-2021,09-01-2024,Calgary Downtown,FALSE,8,555.03,69.38,3,TRUE,Damaged Book,3.65
1391,25-03-2024,YYC-NW,6,0.27,79.59,25-03-2024,21-09-2024,Calgary NW,FALSE,4,213.54,53.38,5,TRUE,Website Issue,3.14
1392,18-12-2020,YYC-NW,17,0.78,83.03,18-12-2020,30-10-2022,Calgary NW,FALSE,68,5436.65,79.95,17,TRUE,Rude Staff,3.5
1393,05-04-2019,YYC-SE,4,0.2,86.14,05-04-2019,10-11-2024,Calgary SE,FALSE,16,846,52.88,3,FALSE,None,4.07
1394,02-10-2024,YYC-DT,6,0.7,191.85,02-10-2024,17-08-2024,Calgary Downtown,FALSE,1,54.58,54.58,5,TRUE,Website Issue,3.39
1395,30-11-2024,YYC-DT,9,0.52,25.96,30-11-2024,02-07-2024,Calgary Downtown,FALSE,1,43.78,43.78,5,TRUE,Late Delivery,3.01
1396,30-03-2023,YYC-DT,12,0.5,23.96,30-03-2023,16-12-2024,Calgary Downtown,TRUE,19,685.04,36.05,7,FALSE,None,4.4
1397,03-07-2020,YYC-SE,7,0.14,278.19,03-07-2020,22-01-2022,Calgary SE,FALSE,25,2178.06,87.12,5,TRUE,Damaged Book,3.12
1398,17-02-2022,YYC-NW,2,0.54,159.11,17-02-2022,17-07-2023,Calgary NW,FALSE,5,269.14,53.83,2,FALSE,None,4.19
1399,31-07-2024,YYC-NW,2,0.13,291.49,31-07-2024,17-12-2024,Calgary NW,TRUE,0,0,0,1,FALSE,None,4.75
1400,15-01-2024,ONLINE,3,0.68,189.03,15-01-2024,27-12-2024,Online,FALSE,2,62.82,31.41,2,TRUE,Damaged Book,2.91
1401,13-12-2022,YYC-SE,13,0.52,93.15,13-12-2022,06-04-2024,Calgary SE,TRUE,25,1385.9,55.44,7,FALSE,None,4.54
1402,17-04-2024,YYC-DT,12,0.52,101.05,17-04-2024,20-08-2024,Calgary Downtown,FALSE,8,572.18,71.52,14,TRUE,Billing Error,2.93
1403,30-06-2021,YYC-DT,12,0.53,286.16,30-06-2021,20-06-2024,Calgary Downtown,FALSE,41,3794.87,92.56,10,FALSE,None,3.94
1404,01-01-2019,YYC-SE,7,0.02,110.35,01-01-2019,27-06-2022,Calgary SE,FALSE,32,1926.82,60.21,4,FALSE,None,3.6
1405,15-01-2020,YYC-SE,15,0.12,256,15-01-2020,29-08-2023,Calgary SE,FALSE,75,6848.91,91.32,15,FALSE,None,4.03
1406,10-10-2021,YYC-DT,9,0.23,104.41,10-10-2021,30-09-2022,Calgary Downtown,FALSE,25,927.8,37.11,8,TRUE,Rude Staff,3.61
1407,06-11-2024,YYC-NW,11,0.71,174.7,06-11-2024,02-09-2024,Calgary NW,TRUE,3,101.69,33.9,11,FALSE,None,4.02
1408,23-08-2020,ONLINE,6,0.29,138.27,23-08-2020,12-04-2021,Online,FALSE,25,1982.55,79.3,5,FALSE,None,4
1409,31-12-2020,YYC-DT,13,0.28,96.61,31-12-2020,08-05-2024,Calgary Downtown,FALSE,49,1275.34,26.03,8,FALSE,None,4.39
1410,29-03-2022,YYC-SE,3,0.26,129.98,29-03-2022,11-10-2024,Calgary SE,FALSE,7,502.83,71.83,2,FALSE,None,3.86
1411,22-07-2022,YYC-DT,3,0.13,51.82,22-07-2022,16-04-2024,Calgary Downtown,FALSE,6,192.65,32.11,2,FALSE,None,4.04
1412,23-01-2023,YYC-DT,15,0.39,70.15,23-01-2023,28-06-2023,Calgary Downtown,FALSE,24,1996.91,83.2,9,FALSE,None,3.81
1413,13-02-2024,YYC-NW,7,0.11,111.11,13-02-2024,14-08-2024,Calgary NW,FALSE,5,410.31,82.06,6,TRUE,Late Delivery,3.06
1414,03-05-2022,ONLINE,13,0.02,206.02,03-05-2022,18-12-2022,Online,TRUE,30,1115.93,37.2,7,FALSE,None,4.46
1415,09-01-2019,YYC-NW,9,0.03,139.59,09-01-2019,08-01-2024,Calgary NW,FALSE,48,1532.92,31.94,8,TRUE,Rude Staff,3.19
1416,10-07-2020,YYC-NW,9,0.19,352.79,10-07-2020,10-08-2023,Calgary NW,FALSE,43,2737.08,63.65,6,TRUE,Damaged Book,3.51
1417,01-05-2022,YYC-DT,2,0.03,58.59,01-05-2022,05-04-2024,Calgary Downtown,FALSE,5,299.29,59.86,1,FALSE,None,3.97
1418,19-01-2022,YYC-NW,8,0.15,150.04,19-01-2022,07-12-2024,Calgary NW,FALSE,22,1192.29,54.2,5,FALSE,None,3.81
1419,06-02-2019,YYC-SE,6,0.18,58.14,06-02-2019,09-05-2020,Calgary SE,FALSE,27,1347.56,49.91,5,TRUE,Rude Staff,3.23
1420,26-07-2020,YYC-DT,3,0.15,121.49,26-07-2020,13-01-2022,Calgary Downtown,FALSE,12,407.39,33.95,2,TRUE,Rude Staff,2.91
1421,31-03-2024,YYC-DT,6,0.26,58.64,31-03-2024,23-11-2024,Calgary Downtown,FALSE,4,204.49,51.12,3,FALSE,None,3.94
1422,01-10-2022,YYC-SE,9,0.28,159.64,01-10-2022,27-09-2024,Calgary SE,FALSE,17,1284.21,75.54,6,FALSE,None,4.47
1423,19-12-2023,YYC-DT,18,0.37,63.9,19-12-2023,25-10-2024,Calgary Downtown,FALSE,18,1281.67,71.2,21,FALSE,None,3.75
1424,30-12-2020,YYC-DT,8,0.55,249.07,30-12-2020,14-11-2021,Calgary Downtown,FALSE,31,1791.09,57.78,9,FALSE,None,4.1
1425,01-12-2020,YYC-DT,6,0.12,119.11,01-12-2020,17-04-2023,Calgary Downtown,TRUE,17,627.82,36.93,5,FALSE,None,4.52
1426,22-11-2022,YYC-NW,3,0.11,80.2,22-11-2022,16-09-2024,Calgary NW,FALSE,5,454.73,90.95,2,TRUE,Damaged Book,3.08
1427,03-10-2019,YYC-NW,14,0.56,98.72,03-10-2019,19-09-2020,Calgary NW,TRUE,65,4596.66,70.72,8,FALSE,None,4.38
1428,16-12-2020,YYC-DT,3,0.37,243.31,16-12-2020,02-09-2022,Calgary Downtown,FALSE,13,746.51,57.42,3,TRUE,Late Delivery,3.53
1429,01-08-2024,YYC-SE,17,0.13,104.85,01-08-2024,04-12-2024,Calgary SE,FALSE,6,335.28,55.88,9,FALSE,None,4.45
1430,25-04-2020,ONLINE,4,0.32,157.98,25-04-2020,10-06-2024,Online,FALSE,14,1259.1,89.94,3,FALSE,None,4.56
1431,03-10-2024,YYC-SE,11,0.47,274.51,03-10-2024,26-01-2024,Calgary SE,FALSE,2,95.04,47.52,8,FALSE,None,3.81
1432,06-01-2021,YYC-NW,11,0.26,102.06,06-01-2021,08-01-2023,Calgary NW,FALSE,36,2844.01,79,11,FALSE,None,3.97
1433,17-12-2023,YYC-NW,7,0.26,64.58,17-12-2023,29-11-2024,Calgary NW,FALSE,6,377.03,62.84,5,FALSE,None,4.38
1434,13-11-2023,YYC-SE,10,0.29,67.98,13-11-2023,13-03-2024,Calgary SE,TRUE,12,480.67,40.06,9,FALSE,None,4.9
1435,08-12-2020,YYC-NW,10,0.3,248.91,08-12-2020,10-07-2024,Calgary NW,FALSE,32,1377.43,43.04,12,TRUE,Billing Error,3.04
1436,11-04-2024,YYC-DT,4,0.03,101.89,11-04-2024,02-09-2024,Calgary Downtown,FALSE,3,232,77.33,4,FALSE,None,4.5
1437,11-08-2021,YYC-DT,12,0.11,178.81,11-08-2021,12-03-2024,Calgary Downtown,FALSE,31,830.63,26.79,14,FALSE,None,3.85
1438,24-12-2020,YYC-SE,6,0.13,296.93,24-12-2020,22-12-2023,Calgary SE,TRUE,19,1003.53,52.82,7,FALSE,None,4.16
1439,03-09-2022,YYC-DT,7,0.09,182.17,03-09-2022,21-07-2024,Calgary Downtown,FALSE,14,352.97,25.21,8,FALSE,None,3.52
1440,01-09-2022,YYC-DT,18,0.3,79.95,01-09-2022,02-05-2023,Calgary Downtown,FALSE,44,1805.29,41.03,21,FALSE,None,3.65
1441,10-06-2024,YYC-NW,17,0.13,130.21,10-06-2024,12-10-2024,Calgary NW,TRUE,8,478.68,59.84,20,FALSE,None,4.59
1442,18-03-2022,YYC-DT,2,0.16,101.89,18-03-2022,12-07-2023,Calgary Downtown,FALSE,4,129.38,32.34,2,TRUE,Late Delivery,3.84
1443,07-11-2023,YYC-SE,13,0.36,57.16,07-11-2023,15-07-2024,Calgary SE,FALSE,11,978.19,88.93,15,TRUE,Rude Staff,3.53
1444,12-01-2022,YYC-SE,15,0.47,94.95,12-01-2022,02-08-2022,Calgary SE,TRUE,43,1915.74,44.55,10,FALSE,None,4.19
1445,02-09-2023,ONLINE,17,0.36,58.26,02-09-2023,29-01-2024,Online,FALSE,21,1972.48,93.93,11,FALSE,None,4.19
1446,07-02-2020,YYC-DT,2,0.16,137.02,07-02-2020,22-11-2022,Calgary Downtown,FALSE,6,273.71,45.62,1,FALSE,None,4.25
1447,07-07-2020,YYC-NW,11,0.47,62.17,07-07-2020,01-12-2023,Calgary NW,FALSE,40,3773.52,94.34,7,FALSE,None,3.89
1448,05-08-2020,YYC-DT,10,0.48,97.19,05-08-2020,03-05-2021,Calgary Downtown,FALSE,38,3358.94,88.39,11,FALSE,None,4.26
1449,31-05-2023,ONLINE,12,0.16,226.29,31-05-2023,15-10-2023,Online,FALSE,16,677.51,42.34,6,FALSE,None,3.79
1450,18-08-2022,YYC-DT,4,0.2,160.72,18-08-2022,12-11-2023,Calgary Downtown,FALSE,7,260.16,37.17,4,FALSE,None,4.7
1451,22-08-2024,YYC-NW,11,0.59,325.46,22-08-2024,13-12-2024,Calgary NW,FALSE,2,75.58,37.79,7,FALSE,None,4.08
1452,25-04-2020,YYC-DT,18,0.07,115.28,25-04-2020,18-01-2023,Calgary Downtown,FALSE,60,2357.65,39.29,18,FALSE,None,3.99
1453,03-05-2022,YYC-DT,4,0.21,102.14,03-05-2022,28-10-2023,Calgary Downtown,FALSE,8,594.33,74.29,5,FALSE,None,4.45
1454,27-08-2023,YYC-DT,12,0.12,256.37,27-08-2023,22-12-2024,Calgary Downtown,FALSE,12,566.85,47.24,6,TRUE,Billing Error,3.16
1455,12-02-2019,YYC-NW,7,0.44,196.89,12-02-2019,17-02-2023,Calgary NW,TRUE,32,2984.05,93.25,7,FALSE,None,4.39
1456,10-11-2021,YYC-NW,6,0.09,129.17,10-11-2021,15-05-2022,Calgary NW,FALSE,16,683.72,42.73,7,FALSE,None,3.95
1457,02-12-2021,YYC-NW,19,0.08,73.08,02-12-2021,11-09-2024,Calgary NW,FALSE,51,3693.22,72.42,14,FALSE,None,3.82
1458,17-12-2023,YYC-DT,14,0.28,153.44,17-12-2023,09-08-2024,Calgary Downtown,FALSE,12,938.85,78.24,13,FALSE,None,3.22
1459,10-07-2023,YYC-NW,17,0.1,51.63,10-07-2023,13-10-2024,Calgary NW,FALSE,25,859.68,34.39,15,FALSE,None,3.63
1460,05-09-2022,YYC-DT,4,0.18,43.16,05-09-2022,25-04-2023,Calgary Downtown,TRUE,7,542.77,77.54,3,FALSE,None,4.33
1461,06-07-2019,YYC-DT,11,0.4,98.66,06-07-2019,03-01-2023,Calgary Downtown,FALSE,46,2782.34,60.49,9,TRUE,Website Issue,3.84
1462,20-06-2024,ONLINE,19,0.26,89.19,20-06-2024,14-12-2024,Online,FALSE,9,460.11,51.12,14,FALSE,None,3.87
1463,09-12-2020,YYC-DT,10,0.28,283.62,09-12-2020,30-01-2024,Calgary Downtown,FALSE,37,1980.43,53.53,6,FALSE,None,3.78
1464,25-08-2019,YYC-NW,12,0.12,71.79,25-08-2019,14-02-2022,Calgary NW,FALSE,56,1832.13,32.72,7,FALSE,None,4.45
1465,06-03-2024,YYC-SE,17,0.09,40.92,06-03-2024,29-09-2024,Calgary SE,FALSE,12,1134.56,94.55,11,FALSE,None,4.4
1466,23-07-2019,YYC-NW,3,0.16,52.37,23-07-2019,27-11-2020,Calgary NW,FALSE,12,986.16,82.18,2,FALSE,None,4.02
1467,11-05-2023,YYC-DT,18,0.28,189.95,11-05-2023,23-12-2023,Calgary Downtown,TRUE,25,1115.8,44.63,17,FALSE,None,4.01
1468,04-04-2024,YYC-DT,3,0.52,476.18,04-04-2024,23-07-2024,Calgary Downtown,TRUE,2,114.72,57.36,3,TRUE,Late Delivery,3.8
1469,02-02-2022,YYC-NW,10,0.11,310.3,02-02-2022,06-03-2023,Calgary NW,FALSE,29,856.75,29.54,11,TRUE,Damaged Book,3.87
1470,13-12-2019,YYC-SE,14,0.6,208.73,13-12-2019,16-01-2024,Calgary SE,FALSE,75,3786.31,50.48,11,TRUE,Late Delivery,3.31
1471,19-10-2019,YYC-DT,3,0.3,66.04,19-10-2019,18-04-2024,Calgary Downtown,FALSE,14,516.68,36.91,2,TRUE,Website Issue,4.08
1472,18-11-2023,YYC-NW,9,0.45,128.73,18-11-2023,20-06-2024,Calgary NW,FALSE,8,658.08,82.26,9,TRUE,Billing Error,3.26
1473,02-04-2019,YYC-DT,13,0.16,277.03,02-04-2019,10-02-2022,Calgary Downtown,FALSE,53,2504.28,47.25,9,FALSE,None,3.92
1474,25-07-2023,YYC-NW,13,0.18,193.53,25-07-2023,21-03-2024,Calgary NW,TRUE,16,1469.2,91.82,8,FALSE,None,4.97
1475,09-08-2022,YYC-NW,18,0.4,31.09,09-08-2022,23-05-2024,Calgary NW,FALSE,34,2509.71,73.82,14,FALSE,None,4.01
1476,27-10-2022,YYC-NW,19,0.09,44.75,27-10-2022,16-11-2023,Calgary NW,TRUE,39,1974.9,50.64,11,FALSE,None,4.64
1477,11-03-2022,YYC-DT,8,0.42,166.89,11-03-2022,18-06-2024,Calgary Downtown,FALSE,17,1131.41,66.55,8,FALSE,None,3.68
1478,30-05-2019,YYC-SE,10,0.24,176.98,30-05-2019,10-03-2022,Calgary SE,FALSE,56,3137.41,56.03,8,FALSE,None,4.46
1479,02-08-2023,YYC-DT,12,0.55,64.96,02-08-2023,16-04-2024,Calgary Downtown,FALSE,13,488.59,37.58,10,FALSE,None,3.87
1480,21-09-2019,YYC-DT,2,0.19,78.54,21-09-2019,30-08-2022,Calgary Downtown,FALSE,10,733.73,73.37,2,FALSE,None,3.88
1481,24-05-2022,YYC-SE,19,0.34,95.18,24-05-2022,30-10-2023,Calgary SE,FALSE,49,2937.31,59.95,14,FALSE,None,3.96
1482,18-03-2021,ONLINE,4,0.7,316.84,18-03-2021,06-10-2022,Online,FALSE,13,1181.53,90.89,3,FALSE,None,3.53
1483,07-09-2021,YYC-DT,10,0.42,143.26,07-09-2021,07-10-2022,Calgary Downtown,FALSE,33,3075.69,93.2,6,FALSE,None,3.85
1484,18-03-2022,YYC-DT,10,0.2,92.44,18-03-2022,14-11-2024,Calgary Downtown,FALSE,24,756.83,31.53,6,TRUE,Billing Error,3.69
1485,04-06-2020,YYC-DT,10,0.16,220.25,04-06-2020,10-06-2022,Calgary Downtown,FALSE,49,2567.7,52.4,5,FALSE,None,4.43
1486,14-02-2024,ONLINE,7,0.27,185.97,14-02-2024,18-10-2024,Online,FALSE,6,483.31,80.55,5,FALSE,None,4.29
1487,14-12-2021,YYC-DT,13,0.03,474.29,14-12-2021,14-03-2023,Calgary Downtown,FALSE,40,3716.11,92.9,11,FALSE,None,4.24
1488,26-03-2024,YYC-DT,10,0.68,92.1,26-03-2024,26-12-2024,Calgary Downtown,FALSE,7,239.35,34.19,6,FALSE,None,3.66
1489,18-06-2021,YYC-DT,16,0.5,232.97,18-06-2021,29-07-2022,Calgary Downtown,FALSE,44,3927.95,89.27,14,FALSE,None,4.16
1490,26-05-2022,YYC-DT,3,0.51,133.89,26-05-2022,15-01-2023,Calgary Downtown,TRUE,7,633.76,90.54,3,FALSE,None,5
1491,11-06-2022,YYC-NW,4,0.3,45.56,11-06-2022,27-11-2023,Calgary NW,FALSE,7,540.52,77.22,4,FALSE,None,4.38
1492,10-09-2024,ONLINE,11,0.2,89.16,10-09-2024,17-12-2024,Online,FALSE,3,100.39,33.46,7,FALSE,None,4.16
1493,12-04-2021,ONLINE,15,0.12,50.25,12-04-2021,26-12-2024,Online,FALSE,54,1568.83,29.05,16,TRUE,Rude Staff,3.84
1494,13-12-2020,YYC-SE,18,0.15,141.61,13-12-2020,02-10-2023,Calgary SE,FALSE,53,3952.44,74.57,11,FALSE,None,4.17
1495,22-10-2023,YYC-SE,6,0.12,67.35,22-10-2023,16-02-2024,Calgary SE,FALSE,7,548.57,78.37,6,FALSE,None,3.89
1496,24-05-2022,YYC-SE,12,0.27,418.12,24-05-2022,30-11-2024,Calgary SE,TRUE,29,2402,82.83,9,FALSE,None,3.95
1497,20-02-2021,YYC-DT,14,0.2,133.13,20-02-2021,02-02-2023,Calgary Downtown,FALSE,53,4925.75,92.94,9,TRUE,Website Issue,3.42
1498,05-04-2023,YYC-SE,14,0.29,452.08,05-04-2023,16-11-2024,Calgary SE,FALSE,24,829.14,34.55,16,FALSE,None,4.35
1499,03-04-2019,YYC-NW,8,0.21,126.49,03-04-2019,04-04-2020,Calgary NW,FALSE,44,1301.65,29.58,4,TRUE,Late Delivery,3.09
1500,09-08-2020,YYC-SE,17,0.39,173.27,09-08-2020,10-05-2023,Calgary SE,TRUE,62,4404.61,71.04,17,FALSE,None,4.45
1501,14-10-2023,ONLINE,18,0.14,39.5,14-10-2023,24-07-2024,Online,FALSE,16,1150.42,71.9,17,TRUE,Billing Error,3.01
1502,16-04-2023,ONLINE,11,0.21,57.08,16-04-2023,02-02-2024,Online,FALSE,19,585.83,30.83,12,FALSE,None,3.96
1503,04-01-2024,YYC-SE,3,0.47,541.12,04-01-2024,03-08-2024,Calgary SE,FALSE,2,100.91,50.46,2,TRUE,Late Delivery,3.36
1504,14-06-2021,YYC-DT,8,0.25,17.09,14-06-2021,04-06-2022,Calgary Downtown,TRUE,21,1730.89,82.42,5,FALSE,None,4.89
1505,17-12-2020,YYC-NW,13,0.52,214.18,17-12-2020,05-03-2023,Calgary NW,FALSE,55,2523.52,45.88,13,FALSE,None,4.13
1506,03-03-2019,YYC-SE,9,0.36,206.79,03-03-2019,17-07-2023,Calgary SE,FALSE,41,3302.24,80.54,7,FALSE,None,4.52
1507,29-04-2019,YYC-SE,11,0.36,257.3,29-04-2019,25-03-2021,Calgary SE,TRUE,50,1994.36,39.89,9,FALSE,None,4.46
1508,09-08-2023,YYC-SE,15,0.06,150.4,09-08-2023,06-07-2024,Calgary SE,FALSE,20,792.32,39.62,10,TRUE,Billing Error,3.7
1509,15-08-2023,YYC-DT,6,0.13,82.73,15-08-2023,29-09-2024,Calgary Downtown,FALSE,5,221.41,44.28,4,FALSE,None,3.69
1510,13-10-2021,ONLINE,14,0.18,142.48,13-10-2021,09-01-2023,Online,FALSE,34,2736.31,80.48,10,FALSE,None,3.96
1511,10-02-2020,YYC-DT,11,0.54,214.93,10-02-2020,20-04-2023,Calgary Downtown,TRUE,46,3497.37,76.03,8,FALSE,None,4.63
1512,10-01-2021,YYC-DT,18,0.3,141.98,10-01-2021,05-11-2023,Calgary Downtown,FALSE,66,2756.2,41.76,19,TRUE,Damaged Book,2.81
1513,06-11-2021,YYC-DT,2,0.18,386.38,06-11-2021,06-05-2024,Calgary Downtown,FALSE,5,236.23,47.25,2,FALSE,None,4.04
1514,20-03-2023,YYC-SE,12,0.4,58.45,20-03-2023,24-05-2024,Calgary SE,FALSE,21,760.33,36.21,14,FALSE,None,4.2
1515,03-09-2019,YYC-DT,7,0.15,135.87,03-09-2019,07-05-2021,Calgary Downtown,FALSE,33,2890.91,87.6,6,FALSE,None,4.24
1516,19-02-2024,YYC-SE,7,0.03,251.01,19-02-2024,20-07-2024,Calgary SE,FALSE,4,269.98,67.5,6,TRUE,Damaged Book,3.08
1517,17-08-2021,ONLINE,17,0.18,292.03,17-08-2021,14-06-2022,Online,FALSE,42,1319.03,31.41,20,FALSE,None,3.95
1518,22-12-2019,ONLINE,4,0.26,147.42,22-12-2019,20-02-2023,Online,FALSE,15,915.2,61.01,2,FALSE,None,3.84
1519,14-09-2019,ONLINE,9,0.84,193.51,14-09-2019,07-02-2023,Online,FALSE,47,2283.88,48.59,5,FALSE,None,4.68
1520,10-08-2021,YYC-NW,14,0.16,78.37,10-08-2021,22-07-2024,Calgary NW,TRUE,38,3433.77,90.36,11,FALSE,None,4.27
1521,06-02-2024,YYC-SE,6,0.17,199.14,06-02-2024,01-12-2024,Calgary SE,FALSE,5,335.85,67.17,3,FALSE,None,4.45
1522,23-02-2019,YYC-NW,8,0.45,295.93,23-02-2019,28-12-2021,Calgary NW,FALSE,38,3445.78,90.68,5,FALSE,None,4.34
1523,27-02-2019,YYC-NW,5,0.17,116.06,27-02-2019,29-07-2019,Calgary NW,FALSE,30,2361.49,78.72,6,FALSE,None,4.39
1524,24-06-2024,YYC-DT,12,0.23,225.73,24-06-2024,24-12-2024,Calgary Downtown,FALSE,4,289.76,72.44,9,FALSE,None,3.99
1525,16-02-2023,YYC-SE,3,0.23,102.84,16-02-2023,18-09-2023,Calgary SE,FALSE,4,356.4,89.1,2,FALSE,None,4.14
1526,16-06-2020,YYC-NW,12,0.22,59.12,16-06-2020,05-05-2022,Calgary NW,TRUE,54,4953.39,91.73,8,FALSE,None,5
1527,21-01-2020,YYC-SE,16,0.3,210.45,21-01-2020,05-01-2021,Calgary SE,TRUE,82,6869.01,83.77,15,FALSE,None,4.36
1528,17-10-2024,YYC-SE,12,0.02,240.76,17-10-2024,01-10-2024,Calgary SE,TRUE,3,220.07,73.36,9,FALSE,None,4.61
1529,05-05-2024,YYC-NW,17,0.21,246.6,05-05-2024,22-08-2024,Calgary NW,FALSE,7,387.13,55.3,11,FALSE,None,3.9
1530,08-07-2022,ONLINE,5,0.26,262.46,08-07-2022,16-04-2023,Online,FALSE,9,278.75,30.97,3,TRUE,Rude Staff,3.62
1531,20-07-2022,ONLINE,12,0.16,210.82,20-07-2022,14-09-2024,Online,FALSE,31,2415.52,77.92,6,FALSE,None,4.37
