date,description,charge,payment,card_id,net_change,rolling_balance
15-04-2021,E-comm shipping labels,603.21,0,CC-001,603.21,-1272.6
19-04-2021,E-comm shipping labels,152.05,0,CC-001,152.05,-1120.55
20-04-2021,Credit card payment,0,5543.23,CC-001,-5543.23,-6663.78
21-04-2021,Office & packaging supplies,133.44,0,CC-001,133.44,-6530.34
22-04-2021,E-comm shipping labels,639.03,0,CC-001,639.03,-5891.31
26-04-2021,E-comm shipping labels,382.08,0,CC-001,382.08,-5509.23
29-04-2021,E-comm shipping labels,149.83,0,CC-001,149.83,-5359.4
01-05-2021,Software subscriptions,970.16,0,CC-001,970.16,-4389.24
03-05-2021,E-comm shipping labels,658.9,0,CC-001,658.9,-3730.34
05-05-2021,Credit card payment,0,4579.82,CC-001,-4579.82,-8310.16
05-05-2021,Office & packaging supplies,480.17,0,CC-001,480.17,-7829.99
12-05-2021,Digital advertising spend,2401.03,0,CC-001,2401.03,-5428.96
12-05-2021,Office & packaging supplies,498.68,0,CC-001,498.68,-4930.28
17-05-2021,E-comm shipping labels,473.44,0,CC-001,473.44,-4456.84
18-05-2021,Digital advertising spend,689.94,0,CC-001,689.94,-3766.9
20-05-2021,Credit card payment,0,4736.55,CC-001,-4736.55,-8503.45
20-05-2021,E-comm shipping labels,629.78,0,CC-001,629.78,-7873.67
20-05-2021,Travel & meals,2104.82,0,CC-001,2104.82,-5768.85
24-05-2021,E-comm shipping labels,461.26,0,CC-001,461.26,-5307.59
25-05-2021,Digital advertising spend,1493.83,0,CC-001,1493.83,-3813.76
25-05-2021,Travel & meals,1217.15,0,CC-001,1217.15,-2596.61
26-05-2021,Office & packaging supplies,457.67,0,CC-001,457.67,-2138.94
27-05-2021,E-comm shipping labels,391.85,0,CC-001,391.85,-1747.09
31-05-2021,E-comm shipping labels,198.42,0,CC-001,198.42,-1548.67
01-06-2021,Software subscriptions,593.77,0,CC-001,593.77,-954.9
03-06-2021,E-comm shipping labels,468.89,0,CC-001,468.89,-486.01
10-06-2021,E-comm shipping labels,187.69,0,CC-001,187.69,-298.32
16-06-2021,Office & packaging supplies,454.13,0,CC-001,454.13,155.81
16-06-2021,Travel & meals,611.94,0,CC-001,611.94,767.75
17-06-2021,E-comm shipping labels,184,0,CC-001,184,951.75
18-06-2021,Digital advertising spend,1275.88,0,CC-001,1275.88,2227.63
21-06-2021,E-comm shipping labels,392.62,0,CC-001,392.62,2620.25
23-06-2021,Office & packaging supplies,230.44,0,CC-001,230.44,2850.69
24-06-2021,E-comm shipping labels,250.25,0,CC-001,250.25,3100.94
25-06-2021,Digital advertising spend,2759.36,0,CC-001,2759.36,5860.3
28-06-2021,E-comm shipping labels,406.46,0,CC-001,406.46,6266.76
01-07-2021,E-comm shipping labels,668.25,0,CC-001,668.25,6935.01
01-07-2021,Software subscriptions,918.72,0,CC-001,918.72,7853.73
05-07-2021,Credit card payment,0,5791.56,CC-001,-5791.56,2062.17
07-07-2021,Office & packaging supplies,532.43,0,CC-001,532.43,2594.6
12-07-2021,Digital advertising spend,2447.88,0,CC-001,2447.88,5042.48
12-07-2021,E-comm shipping labels,502.46,0,CC-001,502.46,5544.94
14-07-2021,Office & packaging supplies,161.63,0,CC-001,161.63,5706.57
15-07-2021,E-comm shipping labels,323.28,0,CC-001,323.28,6029.85
19-07-2021,E-comm shipping labels,558.38,0,CC-001,558.38,6588.23
20-07-2021,Credit card payment,0,7022.16,CC-001,-7022.16,-433.93
28-07-2021,Office & packaging supplies,107.72,0,CC-001,107.72,-326.21
29-07-2021,E-comm shipping labels,501.32,0,CC-001,501.32,175.11
01-08-2021,Software subscriptions,655.18,0,CC-001,655.18,830.29
04-08-2021,Office & packaging supplies,492.49,0,CC-001,492.49,1322.78
05-08-2021,Credit card payment,0,2763.85,CC-001,-2763.85,-1441.07
05-08-2021,E-comm shipping labels,393.69,0,CC-001,393.69,-1047.38
09-08-2021,E-comm shipping labels,540.04,0,CC-001,540.04,-507.34
12-08-2021,Digital advertising spend,2853.31,0,CC-001,2853.31,2345.97
12-08-2021,E-comm shipping labels,658.38,0,CC-001,658.38,3004.35
18-08-2021,Digital advertising spend,858.24,0,CC-001,858.24,3862.59
18-08-2021,Office & packaging supplies,488.54,0,CC-001,488.54,4351.13
20-08-2021,Credit card payment,0,3955.35,CC-001,-3955.35,395.78
23-08-2021,E-comm shipping labels,630.02,0,CC-001,630.02,1025.8
25-08-2021,Digital advertising spend,2817.77,0,CC-001,2817.77,3843.57
01-09-2021,Software subscriptions,626.85,0,CC-001,626.85,4470.42
06-09-2021,E-comm shipping labels,603.25,0,CC-001,603.25,5073.67
08-09-2021,Office & packaging supplies,243.96,0,CC-001,243.96,5317.63
09-09-2021,E-comm shipping labels,562.12,0,CC-001,562.12,5879.75
13-09-2021,E-comm shipping labels,553.17,0,CC-001,553.17,6432.92
16-09-2021,E-comm shipping labels,130.47,0,CC-001,130.47,6563.39
20-09-2021,Credit card payment,0,6145.56,CC-001,-6145.56,417.83
20-09-2021,E-comm shipping labels,218.74,0,CC-001,218.74,636.57
23-09-2021,E-comm shipping labels,159.73,0,CC-001,159.73,796.3
29-09-2021,Office & packaging supplies,245.55,0,CC-001,245.55,1041.85
01-10-2021,Software subscriptions,801.47,0,CC-001,801.47,1843.32
04-10-2021,E-comm shipping labels,274.61,0,CC-001,274.61,2117.93
05-10-2021,Credit card payment,0,5274.55,CC-001,-5274.55,-3156.62
06-10-2021,Office & packaging supplies,129.52,0,CC-001,129.52,-3027.1
11-10-2021,E-comm shipping labels,675.9,0,CC-001,675.9,-2351.2
12-10-2021,Digital advertising spend,1093.54,0,CC-001,1093.54,-1257.66
14-10-2021,E-comm shipping labels,456.15,0,CC-001,456.15,-801.51
18-10-2021,Digital advertising spend,2882.76,0,CC-001,2882.76,2081.25
18-10-2021,E-comm shipping labels,201.2,0,CC-001,201.2,2282.45
20-10-2021,Credit card payment,0,8938.88,CC-001,-8938.88,-6656.43
20-10-2021,Office & packaging supplies,300.31,0,CC-001,300.31,-6356.12
21-10-2021,E-comm shipping labels,506.55,0,CC-001,506.55,-5849.57
25-10-2021,Digital advertising spend,1185.15,0,CC-001,1185.15,-4664.42
25-10-2021,E-comm shipping labels,666.87,0,CC-001,666.87,-3997.55
28-10-2021,E-comm shipping labels,558.68,0,CC-001,558.68,-3438.87
01-11-2021,E-comm shipping labels,321.28,0,CC-001,321.28,-3117.59
01-11-2021,Software subscriptions,976.62,0,CC-001,976.62,-2140.97
03-11-2021,Office & packaging supplies,165.91,0,CC-001,165.91,-1975.06
05-11-2021,Credit card payment,0,5727.22,CC-001,-5727.22,-7702.28
08-11-2021,E-comm shipping labels,640.01,0,CC-001,640.01,-7062.27
11-11-2021,E-comm shipping labels,224.88,0,CC-001,224.88,-6837.39
12-11-2021,Digital advertising spend,1073.24,0,CC-001,1073.24,-5764.15
18-11-2021,E-comm shipping labels,355.26,0,CC-001,355.26,-5408.89
18-11-2021,Travel & meals,556.31,0,CC-001,556.31,-4852.58
24-11-2021,Office & packaging supplies,387.95,0,CC-001,387.95,-4464.63
25-11-2021,Digital advertising spend,2866.83,0,CC-001,2866.83,-1597.8
25-11-2021,E-comm shipping labels,576.16,0,CC-001,576.16,-1021.64
29-11-2021,E-comm shipping labels,239.16,0,CC-001,239.16,-782.48
01-12-2021,Office & packaging supplies,202.03,0,CC-001,202.03,-580.45
01-12-2021,Software subscriptions,672.16,0,CC-001,672.16,91.71
02-12-2021,E-comm shipping labels,256.76,0,CC-001,256.76,348.47
06-12-2021,E-comm shipping labels,431.03,0,CC-001,431.03,779.5
08-12-2021,Office & packaging supplies,450.89,0,CC-001,450.89,1230.39
09-12-2021,E-comm shipping labels,179.1,0,CC-001,179.1,1409.49
13-12-2021,E-comm shipping labels,675.26,0,CC-001,675.26,2084.75
15-12-2021,Office & packaging supplies,199.93,0,CC-001,199.93,2284.68
20-12-2021,Credit card payment,0,4387.14,CC-001,-4387.14,-2102.46
20-12-2021,E-comm shipping labels,629.14,0,CC-001,629.14,-1473.32
22-12-2021,Office & packaging supplies,335.14,0,CC-001,335.14,-1138.18
23-12-2021,E-comm shipping labels,311,0,CC-001,311,-827.18
27-12-2021,E-comm shipping labels,174.57,0,CC-001,174.57,-652.61
29-12-2021,Office & packaging supplies,473.72,0,CC-001,473.72,-178.89
30-12-2021,E-comm shipping labels,533.1,0,CC-001,533.1,354.21
01-01-2022,Software subscriptions,672.26,0,CC-001,672.26,1026.47
05-01-2022,Credit card payment,0,6377.57,CC-001,-6377.57,-5351.1
05-01-2022,Office & packaging supplies,390.64,0,CC-001,390.64,-4960.46
06-01-2022,E-comm shipping labels,270.98,0,CC-001,270.98,-4689.48
10-01-2022,E-comm shipping labels,373.32,0,CC-001,373.32,-4316.16
12-01-2022,Digital advertising spend,1349.02,0,CC-001,1349.02,-2967.14
12-01-2022,Office & packaging supplies,383.82,0,CC-001,383.82,-2583.32
13-01-2022,E-comm shipping labels,257.07,0,CC-001,257.07,-2326.25
17-01-2022,E-comm shipping labels,633.46,0,CC-001,633.46,-1692.79
18-01-2022,Digital advertising spend,1316.2,0,CC-001,1316.2,-376.59
19-01-2022,Office & packaging supplies,184.01,0,CC-001,184.01,-192.58
20-01-2022,Credit card payment,0,5691.05,CC-001,-5691.05,-5883.63
20-01-2022,E-comm shipping labels,328.87,0,CC-001,328.87,-5554.76
26-01-2022,Office & packaging supplies,154.4,0,CC-001,154.4,-5400.36
31-01-2022,E-comm shipping labels,259.52,0,CC-001,259.52,-5140.84
01-02-2022,Software subscriptions,760.89,0,CC-001,760.89,-4379.95
02-02-2022,Office & packaging supplies,196.46,0,CC-001,196.46,-4183.49
03-02-2022,E-comm shipping labels,585.82,0,CC-001,585.82,-3597.67
07-02-2022,E-comm shipping labels,502.25,0,CC-001,502.25,-3095.42
17-02-2022,E-comm shipping labels,432.93,0,CC-001,432.93,-2662.49
18-02-2022,Digital advertising spend,2156.03,0,CC-001,2156.03,-506.46
23-02-2022,Office & packaging supplies,568.14,0,CC-001,568.14,61.68
24-02-2022,E-comm shipping labels,517.41,0,CC-001,517.41,579.09
25-02-2022,Digital advertising spend,997,0,CC-001,997,1576.09
01-03-2022,Software subscriptions,1026.93,0,CC-001,1026.93,2603.02
03-03-2022,E-comm shipping labels,226.01,0,CC-001,226.01,2829.03
07-03-2022,E-comm shipping labels,681.56,0,CC-001,681.56,3510.59
09-03-2022,Office & packaging supplies,401.38,0,CC-001,401.38,3911.97
10-03-2022,Travel & meals,1766.45,0,CC-001,1766.45,5678.42
14-03-2022,E-comm shipping labels,666.88,0,CC-001,666.88,6345.3
16-03-2022,Office & packaging supplies,249.94,0,CC-001,249.94,6595.24
18-03-2022,Digital advertising spend,2710.22,0,CC-001,2710.22,9305.46
21-03-2022,E-comm shipping labels,508.26,0,CC-001,508.26,9813.72
23-03-2022,Office & packaging supplies,344.45,0,CC-001,344.45,10158.17
24-03-2022,E-comm shipping labels,468.05,0,CC-001,468.05,10626.22
25-03-2022,Digital advertising spend,896.43,0,CC-001,896.43,11522.65
30-03-2022,Office & packaging supplies,269.22,0,CC-001,269.22,11791.87
31-03-2022,E-comm shipping labels,553.01,0,CC-001,553.01,12344.88
01-04-2022,Software subscriptions,397.69,0,CC-001,397.69,12742.57
04-04-2022,E-comm shipping labels,302.78,0,CC-001,302.78,13045.35
05-04-2022,Credit card payment,0,6461.18,CC-001,-6461.18,6584.17
06-04-2022,Office & packaging supplies,507.91,0,CC-001,507.91,7092.08
11-04-2022,E-comm shipping labels,693.31,0,CC-001,693.31,7785.39
12-04-2022,Digital advertising spend,1611.27,0,CC-001,1611.27,9396.66
13-04-2022,Office & packaging supplies,356.99,0,CC-001,356.99,9753.65
14-04-2022,E-comm shipping labels,406.32,0,CC-001,406.32,10159.97
14-04-2022,Travel & meals,1040.54,0,CC-001,1040.54,11200.51
18-04-2022,Digital advertising spend,1689.4,0,CC-001,1689.4,12889.91
18-04-2022,E-comm shipping labels,251.44,0,CC-001,251.44,13141.35
20-04-2022,Credit card payment,0,3884.74,CC-001,-3884.74,9256.61
21-04-2022,E-comm shipping labels,525.23,0,CC-001,525.23,9781.84
25-04-2022,Digital advertising spend,2133.96,0,CC-001,2133.96,11915.8
25-04-2022,E-comm shipping labels,386.85,0,CC-001,386.85,12302.65
27-04-2022,Office & packaging supplies,200.13,0,CC-001,200.13,12502.78
28-04-2022,E-comm shipping labels,645.31,0,CC-001,645.31,13148.09
01-05-2022,Software subscriptions,444.03,0,CC-001,444.03,13592.12
02-05-2022,E-comm shipping labels,139.79,0,CC-001,139.79,13731.91
05-05-2022,Credit card payment,0,4574.64,CC-001,-4574.64,9157.27
05-05-2022,E-comm shipping labels,655,0,CC-001,655,9812.27
11-05-2022,Office & packaging supplies,120.3,0,CC-001,120.3,9932.57
12-05-2022,E-comm shipping labels,438.85,0,CC-001,438.85,10371.42
18-05-2022,Digital advertising spend,1483.06,0,CC-001,1483.06,11854.48
18-05-2022,Office & packaging supplies,226.65,0,CC-001,226.65,12081.13
19-05-2022,E-comm shipping labels,525.45,0,CC-001,525.45,12606.58
20-05-2022,Credit card payment,0,6356.36,CC-001,-6356.36,6250.22
23-05-2022,E-comm shipping labels,180.5,0,CC-001,180.5,6430.72
25-05-2022,Digital advertising spend,1415.25,0,CC-001,1415.25,7845.97
26-05-2022,E-comm shipping labels,591.98,0,CC-001,591.98,8437.95
01-06-2022,Software subscriptions,554.16,0,CC-001,554.16,8992.11
09-06-2022,E-comm shipping labels,637.73,0,CC-001,637.73,9629.84
13-06-2022,E-comm shipping labels,260.16,0,CC-001,260.16,9890
15-06-2022,Office & packaging supplies,480.63,0,CC-001,480.63,10370.63
16-06-2022,E-comm shipping labels,672.24,0,CC-001,672.24,11042.87
20-06-2022,Credit card payment,0,8490.85,CC-001,-8490.85,2552.02
22-06-2022,Office & packaging supplies,502.98,0,CC-001,502.98,3055
23-06-2022,E-comm shipping labels,181.25,0,CC-001,181.25,3236.25
27-06-2022,E-comm shipping labels,709.9,0,CC-001,709.9,3946.15
01-07-2022,Software subscriptions,482.68,0,CC-001,482.68,4428.83
05-07-2022,Credit card payment,0,9859.33,CC-001,-9859.33,-5430.5
06-07-2022,Office & packaging supplies,361.19,0,CC-001,361.19,-5069.31
07-07-2022,E-comm shipping labels,439.84,0,CC-001,439.84,-4629.47
11-07-2022,E-comm shipping labels,223.7,0,CC-001,223.7,-4405.77
12-07-2022,Digital advertising spend,2383.78,0,CC-001,2383.78,-2021.99
14-07-2022,E-comm shipping labels,448.09,0,CC-001,448.09,-1573.9
18-07-2022,Digital advertising spend,674.51,0,CC-001,674.51,-899.39
18-07-2022,E-comm shipping labels,448.5,0,CC-001,448.5,-450.89
20-07-2022,Credit card payment,0,9393.78,CC-001,-9393.78,-9844.67
20-07-2022,Office & packaging supplies,301.97,0,CC-001,301.97,-9542.7
21-07-2022,E-comm shipping labels,701.34,0,CC-001,701.34,-8841.36
25-07-2022,Digital advertising spend,1251.02,0,CC-001,1251.02,-7590.34
27-07-2022,Office & packaging supplies,233.32,0,CC-001,233.32,-7357.02
28-07-2022,E-comm shipping labels,286.59,0,CC-001,286.59,-7070.43
01-08-2022,Software subscriptions,787.4,0,CC-001,787.4,-6283.03
03-08-2022,Office & packaging supplies,256.78,0,CC-001,256.78,-6026.25
04-08-2022,E-comm shipping labels,551.81,0,CC-001,551.81,-5474.44
05-08-2022,Credit card payment,0,10377.18,CC-001,-10377.18,-15851.62
08-08-2022,E-comm shipping labels,690.67,0,CC-001,690.67,-15160.95
10-08-2022,Office & packaging supplies,328.49,0,CC-001,328.49,-14832.46
12-08-2022,Digital advertising spend,2014.07,0,CC-001,2014.07,-12818.39
15-08-2022,E-comm shipping labels,418.11,0,CC-001,418.11,-12400.28
17-08-2022,Office & packaging supplies,363.45,0,CC-001,363.45,-12036.83
18-08-2022,Digital advertising spend,2339.69,0,CC-001,2339.69,-9697.14
25-08-2022,Digital advertising spend,956.05,0,CC-001,956.05,-8741.09
25-08-2022,E-comm shipping labels,563.97,0,CC-001,563.97,-8177.12
29-08-2022,E-comm shipping labels,230.7,0,CC-001,230.7,-7946.42
31-08-2022,Office & packaging supplies,375.39,0,CC-001,375.39,-7571.03
01-09-2022,E-comm shipping labels,318.72,0,CC-001,318.72,-7252.31
01-09-2022,Software subscriptions,869.98,0,CC-001,869.98,-6382.33
05-09-2022,Credit card payment,0,8587.91,CC-001,-8587.91,-14970.24
05-09-2022,E-comm shipping labels,398.99,0,CC-001,398.99,-14571.25
07-09-2022,Office & packaging supplies,364.12,0,CC-001,364.12,-14207.13
12-09-2022,Digital advertising spend,2560.54,0,CC-001,2560.54,-11646.59
12-09-2022,E-comm shipping labels,363.97,0,CC-001,363.97,-11282.62
14-09-2022,Office & packaging supplies,464.31,0,CC-001,464.31,-10818.31
20-09-2022,Credit card payment,0,6142.6,CC-001,-6142.6,-16960.91
22-09-2022,E-comm shipping labels,508.05,0,CC-001,508.05,-16452.86
29-09-2022,E-comm shipping labels,659.07,0,CC-001,659.07,-15793.79
29-09-2022,Travel & meals,1856.66,0,CC-001,1856.66,-13937.13
01-10-2022,Software subscriptions,798.76,0,CC-001,798.76,-13138.37
03-10-2022,E-comm shipping labels,447.96,0,CC-001,447.96,-12690.41
05-10-2022,Credit card payment,0,6415.06,CC-001,-6415.06,-19105.47
05-10-2022,Office & packaging supplies,95.4,0,CC-001,95.4,-19010.07
06-10-2022,E-comm shipping labels,628.31,0,CC-001,628.31,-18381.76
10-10-2022,E-comm shipping labels,703.16,0,CC-001,703.16,-17678.6
12-10-2022,Digital advertising spend,2353.51,0,CC-001,2353.51,-15325.09
13-10-2022,E-comm shipping labels,383.72,0,CC-001,383.72,-14941.37
18-10-2022,Digital advertising spend,1726.8,0,CC-001,1726.8,-13214.57
18-10-2022,Travel & meals,1820.64,0,CC-001,1820.64,-11393.93
19-10-2022,Office & packaging supplies,421.88,0,CC-001,421.88,-10972.05
20-10-2022,Credit card payment,0,7248.03,CC-001,-7248.03,-18220.08
24-10-2022,E-comm shipping labels,574.35,0,CC-001,574.35,-17645.73
25-10-2022,Digital advertising spend,892.39,0,CC-001,892.39,-16753.34
26-10-2022,Office & packaging supplies,321.6,0,CC-001,321.6,-16431.74
26-10-2022,Travel & meals,1679.92,0,CC-001,1679.92,-14751.82
31-10-2022,E-comm shipping labels,698.32,0,CC-001,698.32,-14053.5
01-11-2022,Software subscriptions,914.13,0,CC-001,914.13,-13139.37
02-11-2022,Travel & meals,316.91,0,CC-001,316.91,-12822.46
03-11-2022,E-comm shipping labels,479.78,0,CC-001,479.78,-12342.68
10-11-2022,E-comm shipping labels,677.24,0,CC-001,677.24,-11665.44
16-11-2022,Office & packaging supplies,481.19,0,CC-001,481.19,-11184.25
17-11-2022,E-comm shipping labels,632.74,0,CC-001,632.74,-10551.51
18-11-2022,Digital advertising spend,1685.8,0,CC-001,1685.8,-8865.71
21-11-2022,Travel & meals,369.01,0,CC-001,369.01,-8496.7
24-11-2022,E-comm shipping labels,446.41,0,CC-001,446.41,-8050.29
25-11-2022,Digital advertising spend,1159.42,0,CC-001,1159.42,-6890.87
30-11-2022,Office & packaging supplies,361.3,0,CC-001,361.3,-6529.57
01-12-2022,E-comm shipping labels,208.1,0,CC-001,208.1,-6321.47
01-12-2022,Software subscriptions,388.94,0,CC-001,388.94,-5932.53
05-12-2022,Credit card payment,0,3907.73,CC-001,-3907.73,-9840.26
05-12-2022,E-comm shipping labels,132.77,0,CC-001,132.77,-9707.49
08-12-2022,E-comm shipping labels,283.36,0,CC-001,283.36,-9424.13
12-12-2022,Digital advertising spend,2944.61,0,CC-001,2944.61,-6479.52
12-12-2022,E-comm shipping labels,491.1,0,CC-001,491.1,-5988.42
20-12-2022,Credit card payment,0,6939.41,CC-001,-6939.41,-12927.83
20-12-2022,Travel & meals,2040.04,0,CC-001,2040.04,-10887.79
21-12-2022,Office & packaging supplies,328.12,0,CC-001,328.12,-10559.67
22-12-2022,E-comm shipping labels,588.51,0,CC-001,588.51,-9971.16
26-12-2022,E-comm shipping labels,229.35,0,CC-001,229.35,-9741.81
29-12-2022,E-comm shipping labels,362.57,0,CC-001,362.57,-9379.24
01-01-2023,Software subscriptions,454.56,0,CC-001,454.56,-8924.68
02-01-2023,E-comm shipping labels,632.13,0,CC-001,632.13,-8292.55
05-01-2023,Credit card payment,0,9357.89,CC-001,-9357.89,-17650.44
09-01-2023,E-comm shipping labels,384.91,0,CC-001,384.91,-17265.53
12-01-2023,Digital advertising spend,1838.41,0,CC-001,1838.41,-15427.12
12-01-2023,E-comm shipping labels,374.85,0,CC-001,374.85,-15052.27
16-01-2023,E-comm shipping labels,622.28,0,CC-001,622.28,-14429.99
18-01-2023,Digital advertising spend,1559.4,0,CC-001,1559.4,-12870.59
19-01-2023,E-comm shipping labels,478.5,0,CC-001,478.5,-12392.09
20-01-2023,Credit card payment,0,9788.95,CC-001,-9788.95,-22181.04
23-01-2023,E-comm shipping labels,307.72,0,CC-001,307.72,-21873.32
24-01-2023,Travel & meals,488.03,0,CC-001,488.03,-21385.29
25-01-2023,Digital advertising spend,877.06,0,CC-001,877.06,-20508.23
25-01-2023,Office & packaging supplies,91.72,0,CC-001,91.72,-20416.51
30-01-2023,E-comm shipping labels,199.3,0,CC-001,199.3,-20217.21
01-02-2023,Office & packaging supplies,530.66,0,CC-001,530.66,-19686.55
01-02-2023,Software subscriptions,797.47,0,CC-001,797.47,-18889.08
06-02-2023,E-comm shipping labels,226.11,0,CC-001,226.11,-18662.97
08-02-2023,Office & packaging supplies,407.27,0,CC-001,407.27,-18255.7
09-02-2023,E-comm shipping labels,523.19,0,CC-001,523.19,-17732.51
13-02-2023,E-comm shipping labels,315.05,0,CC-001,315.05,-17417.46
13-02-2023,Travel & meals,1844.25,0,CC-001,1844.25,-15573.21
14-02-2023,Travel & meals,1186.08,0,CC-001,1186.08,-14387.13
15-02-2023,Office & packaging supplies,537.13,0,CC-001,537.13,-13850
16-02-2023,E-comm shipping labels,409.87,0,CC-001,409.87,-13440.13
20-02-2023,Credit card payment,0,2901.16,CC-001,-2901.16,-16341.29
22-02-2023,Office & packaging supplies,434.17,0,CC-001,434.17,-15907.12
27-02-2023,E-comm shipping labels,310.65,0,CC-001,310.65,-15596.47
01-03-2023,Office & packaging supplies,310.09,0,CC-001,310.09,-15286.38
01-03-2023,Software subscriptions,472.23,0,CC-001,472.23,-14814.15
02-03-2023,E-comm shipping labels,556.22,0,CC-001,556.22,-14257.93
08-03-2023,Office & packaging supplies,548.41,0,CC-001,548.41,-13709.52
09-03-2023,E-comm shipping labels,656.01,0,CC-001,656.01,-13053.51
15-03-2023,Office & packaging supplies,403.59,0,CC-001,403.59,-12649.92
20-03-2023,Credit card payment,0,10568.86,CC-001,-10568.86,-23218.78
20-03-2023,E-comm shipping labels,406.82,0,CC-001,406.82,-22811.96
23-03-2023,E-comm shipping labels,511.97,0,CC-001,511.97,-22299.99
27-03-2023,E-comm shipping labels,566.48,0,CC-001,566.48,-21733.51
29-03-2023,Office & packaging supplies,248.78,0,CC-001,248.78,-21484.73
30-03-2023,E-comm shipping labels,317.66,0,CC-001,317.66,-21167.07
01-04-2023,Software subscriptions,739.8,0,CC-001,739.8,-20427.27
03-04-2023,E-comm shipping labels,202.95,0,CC-001,202.95,-20224.32
03-04-2023,Travel & meals,980.45,0,CC-001,980.45,-19243.87
05-04-2023,Credit card payment,0,8865.38,CC-001,-8865.38,-28109.25
10-04-2023,E-comm shipping labels,726.96,0,CC-001,726.96,-27382.29
12-04-2023,Digital advertising spend,2285.66,0,CC-001,2285.66,-25096.63
12-04-2023,Office & packaging supplies,234.4,0,CC-001,234.4,-24862.23
13-04-2023,E-comm shipping labels,273.78,0,CC-001,273.78,-24588.45
17-04-2023,E-comm shipping labels,387.37,0,CC-001,387.37,-24201.08
18-04-2023,Digital advertising spend,1859.99,0,CC-001,1859.99,-22341.09
19-04-2023,Office & packaging supplies,300.39,0,CC-001,300.39,-22040.7
20-04-2023,Credit card payment,0,7195.94,CC-001,-7195.94,-29236.64
24-04-2023,E-comm shipping labels,605.18,0,CC-001,605.18,-28631.46
25-04-2023,Digital advertising spend,2982.99,0,CC-001,2982.99,-25648.47
01-05-2023,Software subscriptions,447.28,0,CC-001,447.28,-25201.19
03-05-2023,Office & packaging supplies,574.07,0,CC-001,574.07,-24627.12
04-05-2023,E-comm shipping labels,294.36,0,CC-001,294.36,-24332.76
05-05-2023,Credit card payment,0,5023.79,CC-001,-5023.79,-29356.55
10-05-2023,Office & packaging supplies,535.2,0,CC-001,535.2,-28821.35
11-05-2023,E-comm shipping labels,191.62,0,CC-001,191.62,-28629.73
12-05-2023,Digital advertising spend,2595.68,0,CC-001,2595.68,-26034.05
15-05-2023,E-comm shipping labels,573.55,0,CC-001,573.55,-25460.5
17-05-2023,Office & packaging supplies,301.93,0,CC-001,301.93,-25158.57
18-05-2023,Digital advertising spend,1261.97,0,CC-001,1261.97,-23896.6
22-05-2023,E-comm shipping labels,169.51,0,CC-001,169.51,-23727.09
25-05-2023,Digital advertising spend,2653.42,0,CC-001,2653.42,-21073.67
25-05-2023,E-comm shipping labels,709.75,0,CC-001,709.75,-20363.92
29-05-2023,E-comm shipping labels,325.53,0,CC-001,325.53,-20038.39
01-06-2023,E-comm shipping labels,331.4,0,CC-001,331.4,-19706.99
01-06-2023,Software subscriptions,971.31,0,CC-001,971.31,-18735.68
05-06-2023,Credit card payment,0,4366.64,CC-001,-4366.64,-23102.32
07-06-2023,Office & packaging supplies,387.34,0,CC-001,387.34,-22714.98
08-06-2023,E-comm shipping labels,528.61,0,CC-001,528.61,-22186.37
12-06-2023,Digital advertising spend,1003.66,0,CC-001,1003.66,-21182.71
12-06-2023,E-comm shipping labels,624.38,0,CC-001,624.38,-20558.33
13-06-2023,Travel & meals,507.91,0,CC-001,507.91,-20050.42
15-06-2023,E-comm shipping labels,177.37,0,CC-001,177.37,-19873.05
19-06-2023,E-comm shipping labels,286.03,0,CC-001,286.03,-19587.02
19-06-2023,Travel & meals,236.71,0,CC-001,236.71,-19350.31
20-06-2023,Credit card payment,0,8037.46,CC-001,-8037.46,-27387.77
21-06-2023,Office & packaging supplies,131.87,0,CC-001,131.87,-27255.9
22-06-2023,E-comm shipping labels,366.53,0,CC-001,366.53,-26889.37
26-06-2023,E-comm shipping labels,566.73,0,CC-001,566.73,-26322.64
28-06-2023,Office & packaging supplies,409.95,0,CC-001,409.95,-25912.69
30-06-2023,Travel & meals,700.29,0,CC-001,700.29,-25212.4
01-07-2023,Software subscriptions,472.58,0,CC-001,472.58,-24739.82
03-07-2023,E-comm shipping labels,601.03,0,CC-001,601.03,-24138.79
05-07-2023,Credit card payment,0,7112.74,CC-001,-7112.74,-31251.53
05-07-2023,Office & packaging supplies,441.58,0,CC-001,441.58,-30809.95
06-07-2023,E-comm shipping labels,235.08,0,CC-001,235.08,-30574.87
12-07-2023,Digital advertising spend,1328.03,0,CC-001,1328.03,-29246.84
12-07-2023,Office & packaging supplies,113.46,0,CC-001,113.46,-29133.38
18-07-2023,Digital advertising spend,1368.41,0,CC-001,1368.41,-27764.97
19-07-2023,Office & packaging supplies,490.55,0,CC-001,490.55,-27274.42
20-07-2023,Credit card payment,0,9570.01,CC-001,-9570.01,-36844.43
24-07-2023,E-comm shipping labels,161.14,0,CC-001,161.14,-36683.29
25-07-2023,Digital advertising spend,2602.27,0,CC-001,2602.27,-34081.02
26-07-2023,Office & packaging supplies,94.23,0,CC-001,94.23,-33986.79
27-07-2023,E-comm shipping labels,293.54,0,CC-001,293.54,-33693.25
31-07-2023,E-comm shipping labels,693.79,0,CC-001,693.79,-32999.46
01-08-2023,Software subscriptions,627.61,0,CC-001,627.61,-32371.85
