customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,dataset
3054,24-07-2024,YYC-DT,8,0.22,88.58,bookstore_customers
3055,28-05-2023,YYC-DT,8,0.2,175.8,bookstore_customers
3056,21-07-2019,YYC-SE,6,0.3,146.51,bookstore_customers
3057,07-11-2019,YYC-DT,13,0.29,141.25,bookstore_customers
3058,11-05-2023,YYC-NW,6,0.12,43.2,bookstore_customers
3059,22-03-2024,YYC-DT,9,0.23,183.81,bookstore_customers
3060,11-03-2020,YYC-NW,3,0.04,26.14,bookstore_customers
3061,30-12-2021,YYC-SE,11,0.19,118.58,bookstore_customers
3062,06-05-2024,YYC-SE,14,0.3,88.23,bookstore_customers
3063,28-06-2022,YYC-DT,9,0.11,134.55,bookstore_customers
3064,06-06-2019,YYC-DT,3,0.14,107.92,bookstore_customers
3065,19-08-2024,YYC-NW,3,0.34,109.01,bookstore_customers
3066,21-04-2021,YYC-NW,8,0.43,162.07,bookstore_customers
3067,23-11-2023,YYC-DT,7,0.28,279.51,bookstore_customers
3068,20-10-2022,YYC-NW,10,0.27,323.68,bookstore_customers
3069,07-03-2021,YYC-SE,0,0.72,177.94,bookstore_customers
3070,08-07-2024,YYC-NW,9,0.11,61.13,bookstore_customers
3071,16-03-2023,YYC-DT,0,0.45,186.63,bookstore_customers
3072,13-04-2020,YYC-NW,0,0.31,123.33,bookstore_customers
3073,05-02-2024,YYC-NW,12,0.45,104.3,bookstore_customers
3074,06-09-2024,YYC-NW,6,0.3,105.01,bookstore_customers
3075,18-12-2023,YYC-DT,13,0.38,161.8,bookstore_customers
3076,18-05-2022,YYC-SE,5,0.08,174.96,bookstore_customers
3077,22-11-2022,YYC-SE,9,0.59,69.88,bookstore_customers
3078,07-10-2020,YYC-DT,14,0.2,168.48,bookstore_customers
3079,10-07-2023,YYC-NW,5,0.65,98.29,bookstore_customers
3080,02-07-2019,YYC-NW,7,0.16,159.22,bookstore_customers
3081,17-09-2020,YYC-DT,6,0.28,63.84,bookstore_customers
3082,29-12-2023,YYC-NW,16,0.32,43.84,bookstore_customers
3083,11-11-2022,YYC-DT,13,0.02,157.59,bookstore_customers
3084,02-08-2023,YYC-NW,8,0.38,43.77,bookstore_customers
3085,25-07-2020,YYC-DT,2,0.49,288.71,bookstore_customers
3086,24-08-2023,YYC-DT,0,0.15,177.04,bookstore_customers
3087,19-08-2021,YYC-NW,11,0.44,63.31,bookstore_customers
3088,31-08-2019,YYC-DT,5,0.41,121,bookstore_customers
3089,10-05-2023,YYC-NW,4,0.33,157.39,bookstore_customers
3090,15-10-2020,YYC-DT,11,0.18,127.55,bookstore_customers
3091,25-06-2019,YYC-NW,14,0.11,25.96,bookstore_customers
3092,03-07-2023,YYC-NW,11,0.17,82.76,bookstore_customers
3093,08-09-2019,YYC-SE,12,0.2,160.18,bookstore_customers
3094,09-11-2023,YYC-NW,15,0.08,184.63,bookstore_customers
3095,21-05-2019,YYC-DT,17,0.15,72.98,bookstore_customers
3096,26-09-2022,YYC-NW,0,0.35,213.11,bookstore_customers
3097,09-01-2023,YYC-NW,8,0.27,133.46,bookstore_customers
3098,21-01-2021,YYC-DT,9,0.44,86.4,bookstore_customers
3099,09-10-2024,YYC-DT,4,0.51,312.32,bookstore_customers
3100,12-01-2022,YYC-NW,10,0.28,215.42,bookstore_customers
3101,06-05-2022,YYC-NW,3,0.36,163.72,bookstore_customers
3102,05-08-2023,YYC-NW,3,0.25,54.21,bookstore_customers
3103,21-04-2019,YYC-NW,7,0.42,112.34,bookstore_customers
3104,21-07-2024,YYC-DT,15,0.09,45.98,bookstore_customers
3105,15-10-2024,YYC-SE,8,0.5,94.1,bookstore_customers
3106,13-10-2023,YYC-DT,6,0.18,232.8,bookstore_customers
3107,04-03-2019,YYC-DT,5,0.1,93.56,bookstore_customers
3108,15-02-2019,YYC-DT,8,0.3,91.95,bookstore_customers
3109,24-06-2022,YYC-NW,0,0.52,116.79,bookstore_customers
3110,19-03-2023,YYC-DT,6,0.27,138.8,bookstore_customers
3111,26-04-2021,YYC-DT,1,0.43,83.27,bookstore_customers
3112,10-07-2019,YYC-DT,12,0.23,320.77,bookstore_customers
3113,04-08-2023,YYC-DT,3,0.33,118.66,bookstore_customers
3114,20-11-2019,YYC-NW,1,0.25,152.85,bookstore_customers
3115,27-02-2021,YYC-NW,2,0.39,219.83,bookstore_customers
3116,12-09-2020,YYC-DT,1,0.1,344.15,bookstore_customers
3117,12-02-2019,YYC-DT,4,0.2,70.87,bookstore_customers
3118,18-10-2021,YYC-NW,8,0.29,19.36,bookstore_customers
3119,04-07-2022,YYC-DT,6,0.29,269.5,bookstore_customers
3120,28-04-2024,YYC-NW,3,0.55,229.23,bookstore_customers
3121,06-05-2022,YYC-DT,11,0.13,148.33,bookstore_customers
3122,05-09-2021,YYC-DT,15,0.44,136.88,bookstore_customers
3123,09-12-2022,YYC-SE,7,0.08,123.61,bookstore_customers
3124,07-08-2024,YYC-DT,11,0.29,62.59,bookstore_customers
3125,23-06-2021,YYC-NW,10,0.06,69.74,bookstore_customers
3126,25-01-2024,YYC-DT,0,0.3,54.99,bookstore_customers
3127,29-09-2021,YYC-DT,1,0.21,31.1,bookstore_customers
3128,23-09-2021,YYC-DT,4,0.35,73.66,bookstore_customers
3129,03-09-2023,YYC-DT,5,0.2,52.89,bookstore_customers
3130,03-07-2022,YYC-NW,11,0.15,381.01,bookstore_customers
3131,06-12-2022,YYC-NW,10,0.18,93.67,bookstore_customers
3132,27-09-2019,YYC-SE,1,0.33,122.52,bookstore_customers
3133,24-03-2024,YYC-NW,5,0.3,38.79,bookstore_customers
3134,03-04-2019,YYC-DT,5,0.69,82.3,bookstore_customers
3135,28-02-2020,YYC-NW,6,0.37,78.39,bookstore_customers
3136,30-03-2019,YYC-DT,2,0.26,143.03,bookstore_customers
3137,27-03-2019,YYC-NW,8,0.28,125.85,bookstore_customers
3138,29-06-2021,YYC-DT,13,0.35,99.21,bookstore_customers
3139,13-02-2021,YYC-DT,13,0.29,357.48,bookstore_customers
3140,07-07-2023,YYC-NW,5,0.27,299.46,bookstore_customers
3141,10-09-2022,YYC-DT,9,0.28,110.78,bookstore_customers
3142,14-05-2023,YYC-DT,6,0.3,160.39,bookstore_customers
3143,07-09-2022,YYC-DT,6,0.44,31.15,bookstore_customers
3144,01-11-2024,YYC-NW,5,0.27,60.36,bookstore_customers
3145,06-03-2022,YYC-DT,9,0.17,50.86,bookstore_customers
3146,28-12-2021,YYC-NW,2,0.17,72.52,bookstore_customers
3147,23-12-2020,YYC-DT,12,0.13,70.76,bookstore_customers
3148,10-04-2020,YYC-DT,12,0.29,194.57,bookstore_customers
3149,27-10-2021,YYC-DT,10,0.46,166.91,bookstore_customers
3150,15-05-2019,YYC-NW,3,0.1,252.69,bookstore_customers
3151,25-09-2021,YYC-SE,12,0.21,64.43,bookstore_customers
3152,15-10-2021,YYC-SE,10,0.01,114.5,bookstore_customers
3153,21-12-2022,YYC-NW,10,0.1,148.76,bookstore_customers
3154,21-10-2022,YYC-NW,9,0.4,293.21,bookstore_customers
3155,14-09-2019,YYC-DT,10,0.18,308.31,bookstore_customers
3156,07-04-2021,YYC-DT,11,0.25,66.71,bookstore_customers
3157,14-03-2021,YYC-SE,1,0.81,64.92,bookstore_customers
3158,06-03-2022,YYC-DT,11,0.11,199.03,bookstore_customers
3159,03-04-2024,YYC-DT,3,0.39,239.32,bookstore_customers
3160,15-06-2022,YYC-NW,1,0.48,201.31,bookstore_customers
3161,26-07-2024,YYC-DT,13,0.17,78.26,bookstore_customers
3162,11-01-2022,YYC-DT,11,0.21,279.07,bookstore_customers
3163,28-06-2024,YYC-SE,6,0.23,60.29,bookstore_customers
3164,26-06-2022,YYC-NW,9,0.43,86.33,bookstore_customers
3165,24-01-2019,YYC-DT,16,0.23,100.09,bookstore_customers
3166,04-09-2022,YYC-SE,7,0.23,167.09,bookstore_customers
3167,19-12-2019,YYC-NW,5,0.27,53.22,bookstore_customers
3168,22-09-2019,YYC-NW,0,0.51,94.15,bookstore_customers
3169,02-12-2022,YYC-SE,9,0.12,247.52,bookstore_customers
3170,14-10-2021,YYC-DT,5,0.26,277.14,bookstore_customers
3171,14-09-2019,YYC-DT,0,0.37,240.83,bookstore_customers
3172,02-01-2019,YYC-SE,0,0.43,118.78,bookstore_customers
3173,25-03-2019,YYC-SE,8,0.42,302.46,bookstore_customers
3174,07-02-2021,YYC-NW,14,0.75,99.41,bookstore_customers
3175,17-04-2022,YYC-DT,1,0.31,142.84,bookstore_customers
3176,30-03-2020,YYC-NW,13,0.57,85.94,bookstore_customers
3177,11-08-2020,YYC-NW,7,0.16,18.24,bookstore_customers
3178,04-12-2022,YYC-DT,7,0.37,68.91,bookstore_customers
3179,11-12-2023,YYC-DT,6,0.21,249.14,bookstore_customers
3180,07-03-2020,YYC-NW,8,0.56,96.04,bookstore_customers
3181,20-03-2024,YYC-SE,10,0.23,103.43,bookstore_customers
3182,27-04-2020,YYC-NW,9,0.6,249.37,bookstore_customers
3183,29-10-2024,YYC-NW,9,0.12,261.51,bookstore_customers
3184,23-11-2019,YYC-DT,9,0.16,113.18,bookstore_customers
3185,16-12-2023,YYC-NW,10,0.04,218.47,bookstore_customers
3186,10-04-2020,YYC-DT,7,0.23,197.62,bookstore_customers
3187,16-06-2020,YYC-SE,9,0.39,130.06,bookstore_customers
3188,01-10-2021,YYC-DT,15,0.36,473.06,bookstore_customers
3189,11-09-2021,YYC-DT,13,0.17,87.14,bookstore_customers
3190,01-12-2020,YYC-DT,16,0.27,112.79,bookstore_customers
3191,17-08-2024,YYC-SE,7,0.17,49.47,bookstore_customers
3192,28-03-2023,YYC-DT,9,0.5,87.03,bookstore_customers
3193,20-02-2020,YYC-SE,10,0.11,183.36,bookstore_customers
3194,26-06-2023,YYC-SE,6,0.11,44.42,bookstore_customers
3195,09-03-2022,YYC-DT,8,0.48,90.82,bookstore_customers
3196,02-02-2021,YYC-DT,6,0.22,270.19,bookstore_customers
3197,15-01-2022,YYC-NW,15,0.19,22.38,bookstore_customers
3198,13-06-2019,YYC-DT,0,0.36,58.29,bookstore_customers
3199,16-11-2022,YYC-DT,5,0.34,70.63,bookstore_customers
3200,28-02-2019,YYC-NW,11,0.1,37.13,bookstore_customers
3201,12-09-2021,YYC-NW,14,0.41,86.74,bookstore_customers
3202,22-03-2020,YYC-DT,16,0.49,24.61,bookstore_customers
3203,12-07-2020,YYC-SE,6,0.3,41.14,bookstore_customers
3204,23-10-2022,YYC-DT,11,0.39,85.28,bookstore_customers
3205,29-02-2024,YYC-NW,17,0.18,348.46,bookstore_customers
3206,22-04-2023,YYC-DT,8,0.09,77.69,bookstore_customers
3207,18-09-2024,YYC-DT,15,0.42,245.11,bookstore_customers
3208,14-03-2024,YYC-DT,16,0.25,336.77,bookstore_customers
3209,16-12-2023,YYC-DT,13,0.48,149.91,bookstore_customers
3210,26-01-2019,YYC-DT,11,0.14,141.22,bookstore_customers
3211,10-04-2021,YYC-DT,12,0.19,295.29,bookstore_customers
3212,18-08-2024,YYC-DT,15,0.45,60.87,bookstore_customers
3213,06-06-2021,YYC-DT,0,0.21,102.47,bookstore_customers
3214,21-03-2023,YYC-DT,11,0.3,52.87,bookstore_customers
3215,03-03-2020,YYC-DT,8,0.12,16.57,bookstore_customers
3216,22-08-2022,YYC-SE,4,0.38,133.15,bookstore_customers
3217,04-04-2024,YYC-NW,3,0.48,10.81,bookstore_customers
3218,15-04-2020,YYC-SE,5,0.4,176.82,bookstore_customers
3219,13-05-2022,YYC-SE,11,0.05,139.48,bookstore_customers
3220,15-12-2024,YYC-NW,4,0.04,79.41,bookstore_customers
3221,31-03-2022,YYC-DT,0,0.31,83.29,bookstore_customers
3222,10-02-2020,YYC-NW,5,0.41,111.69,bookstore_customers
3223,06-12-2023,YYC-NW,9,0.23,80,bookstore_customers
3224,03-11-2019,YYC-SE,10,0.19,40.67,bookstore_customers
3225,28-08-2023,YYC-DT,9,0.37,147.11,bookstore_customers
3226,24-02-2024,YYC-NW,6,0.31,87.03,bookstore_customers
3227,16-04-2023,YYC-SE,5,0.39,70.98,bookstore_customers
3228,29-04-2019,YYC-DT,9,0.13,477.54,bookstore_customers
3229,26-02-2020,YYC-SE,22,0.05,266.32,bookstore_customers
3230,27-07-2019,YYC-DT,6,0.52,157.13,bookstore_customers
3231,16-08-2024,YYC-DT,3,0.27,147.95,bookstore_customers
3232,21-05-2024,YYC-DT,5,0.25,41.8,bookstore_customers
3233,15-05-2023,YYC-SE,5,0.59,121.88,bookstore_customers
3234,09-05-2022,YYC-SE,6,0.29,180.28,bookstore_customers
3235,02-10-2019,YYC-DT,3,0.28,197.29,bookstore_customers
3236,22-11-2024,YYC-SE,7,0.29,133.21,bookstore_customers
3237,14-05-2022,YYC-NW,11,0.21,59.39,bookstore_customers
3238,03-12-2021,YYC-NW,13,0.3,244.04,bookstore_customers
3239,22-10-2019,YYC-DT,1,0.62,346.31,bookstore_customers
3240,17-12-2024,YYC-NW,0,0.34,130.36,bookstore_customers
3241,02-02-2020,YYC-SE,7,0.28,149.92,bookstore_customers
3242,06-02-2022,YYC-NW,16,0.12,120.28,bookstore_customers
3243,20-03-2021,YYC-NW,4,0.26,242.27,bookstore_customers
3244,11-11-2023,YYC-SE,10,0.34,472.98,bookstore_customers
3245,12-12-2020,YYC-DT,7,0.06,54.6,bookstore_customers
3246,07-12-2024,YYC-DT,14,0.01,273.14,bookstore_customers
3247,26-06-2024,YYC-DT,6,0.43,226.33,bookstore_customers
3248,08-10-2022,YYC-SE,7,0.15,286.4,bookstore_customers
3249,08-05-2021,YYC-NW,8,0.39,107.99,bookstore_customers
3250,04-03-2021,YYC-DT,11,0.1,15.67,bookstore_customers
3251,05-04-2021,YYC-SE,3,0.27,43.01,bookstore_customers
3252,29-01-2020,YYC-SE,7,0.46,171.46,bookstore_customers
3253,25-05-2020,YYC-DT,4,0.45,217,bookstore_customers
3254,04-04-2024,YYC-DT,9,0.26,318.38,bookstore_customers
3255,02-09-2021,YYC-DT,1,0.38,136.4,bookstore_customers
3256,22-04-2021,YYC-SE,10,0.15,272.46,bookstore_customers
3257,23-06-2023,YYC-NW,9,0.07,68.5,bookstore_customers
3258,28-12-2021,YYC-DT,3,0.44,288.24,bookstore_customers
3259,28-08-2019,YYC-NW,5,0.21,67.97,bookstore_customers
3260,31-10-2024,YYC-NW,6,0.03,120.14,bookstore_customers
3261,16-09-2023,YYC-SE,2,0.29,37.53,bookstore_customers
3262,19-01-2022,YYC-NW,5,0.28,206.33,bookstore_customers
3263,23-10-2020,YYC-NW,4,0.6,114.2,bookstore_customers
3264,07-08-2021,YYC-DT,7,0.47,469.48,bookstore_customers
3265,23-10-2020,YYC-NW,9,0.14,194.25,bookstore_customers
3266,31-12-2019,YYC-NW,8,0.27,73.83,bookstore_customers
3267,08-10-2024,YYC-SE,15,0.35,106.43,bookstore_customers
3268,17-05-2021,YYC-NW,12,0.11,481.89,bookstore_customers
3269,09-11-2022,YYC-DT,10,0.38,125.28,bookstore_customers
3270,07-02-2020,YYC-SE,8,0.41,145.36,bookstore_customers
3271,28-04-2020,YYC-NW,10,0.12,37.16,bookstore_customers
3272,11-03-2023,YYC-NW,8,0.36,41.64,bookstore_customers
3273,12-08-2024,YYC-DT,7,0.62,101.54,bookstore_customers
3274,30-09-2021,YYC-NW,3,0.58,113.85,bookstore_customers
3275,29-09-2020,YYC-NW,10,0.4,334.71,bookstore_customers
3276,08-01-2019,YYC-DT,15,0.18,160.68,bookstore_customers
3277,09-03-2019,YYC-NW,6,0.42,181.65,bookstore_customers
3278,21-01-2020,YYC-NW,0,0.25,53.24,bookstore_customers
3279,12-01-2019,YYC-SE,8,0.47,46.1,bookstore_customers
3280,26-08-2024,YYC-SE,9,0.59,81.69,bookstore_customers
3281,05-09-2024,YYC-NW,6,0.45,35.28,bookstore_customers
3282,13-07-2019,YYC-SE,0,0.25,12.75,bookstore_customers
3283,29-11-2022,YYC-DT,11,0.13,217.63,bookstore_customers
3284,29-10-2021,YYC-DT,1,0.12,94.78,bookstore_customers
3285,02-05-2024,YYC-NW,9,0.23,88.74,bookstore_customers
3286,10-04-2020,YYC-DT,4,0.57,241.59,bookstore_customers
3287,07-06-2024,YYC-SE,6,0.3,181.66,bookstore_customers
3288,31-03-2020,YYC-SE,9,0.29,97.38,bookstore_customers
3289,06-05-2022,YYC-NW,15,0.19,444.27,bookstore_customers
3290,08-06-2023,YYC-DT,12,0.31,54.24,bookstore_customers
3291,07-05-2023,YYC-SE,7,0.18,321.19,bookstore_customers
3292,15-02-2019,YYC-NW,7,0.58,344.09,bookstore_customers
3293,12-11-2020,YYC-NW,14,0.57,366.5,bookstore_customers
3294,15-03-2023,YYC-DT,13,0.07,308.8,bookstore_customers
3295,13-12-2024,YYC-SE,15,0.48,448.53,bookstore_customers
3296,31-07-2024,YYC-NW,15,0.41,23.58,bookstore_customers
3297,16-12-2022,YYC-DT,10,0.64,134.35,bookstore_customers
3298,02-05-2020,YYC-DT,8,0.37,90.07,bookstore_customers
3299,10-12-2020,YYC-NW,0,0.43,89.02,bookstore_customers
3300,20-05-2020,YYC-NW,14,0.11,31.34,bookstore_customers
3301,29-09-2020,YYC-DT,4,0.08,267.03,bookstore_customers
3302,16-05-2024,YYC-SE,17,0.08,107.62,bookstore_customers
3303,26-09-2024,YYC-DT,6,0.52,217.48,bookstore_customers
3304,19-02-2022,YYC-SE,10,0.07,139.83,bookstore_customers
3305,13-09-2020,YYC-DT,8,0.2,115.08,bookstore_customers
3306,05-02-2022,YYC-NW,8,0.11,92.57,bookstore_customers
3307,07-09-2024,YYC-DT,11,0.37,171.09,bookstore_customers
3308,25-08-2021,YYC-SE,3,0.19,129.76,bookstore_customers
3309,12-03-2022,YYC-DT,11,0.36,138.54,bookstore_customers
3310,06-07-2022,YYC-SE,3,0.48,288.31,bookstore_customers
3311,25-12-2024,YYC-SE,0,0.72,78.64,bookstore_customers
3312,23-10-2020,YYC-NW,14,0.08,46.12,bookstore_customers
3313,30-04-2020,YYC-DT,6,0.3,48.76,bookstore_customers
3314,11-06-2019,YYC-SE,13,0.5,98.73,bookstore_customers
3315,15-04-2019,YYC-SE,16,0.54,104.52,bookstore_customers
3316,07-08-2020,YYC-SE,8,0.28,173.66,bookstore_customers
3317,11-12-2024,YYC-DT,13,0.17,194.02,bookstore_customers
3318,07-03-2024,YYC-SE,12,0.16,347.79,bookstore_customers
3319,30-07-2019,YYC-NW,12,0.13,27.83,bookstore_customers
3320,03-07-2020,YYC-DT,9,0.11,136.76,bookstore_customers
3321,27-06-2022,YYC-DT,12,0.22,268.02,bookstore_customers
3322,26-03-2023,YYC-SE,4,0.2,178.2,bookstore_customers
3323,11-11-2019,YYC-SE,14,0.1,190.04,bookstore_customers
3324,24-02-2023,YYC-SE,3,0.47,245.17,bookstore_customers
3325,28-01-2022,YYC-NW,17,0.16,228.29,bookstore_customers
3326,16-08-2024,YYC-SE,10,0.1,140.46,bookstore_customers
3327,10-10-2024,YYC-NW,12,0.03,65.85,bookstore_customers
3328,27-06-2022,YYC-SE,11,0.11,68.91,bookstore_customers
3329,03-02-2019,YYC-DT,11,0.28,243.68,bookstore_customers
3330,04-05-2020,YYC-DT,8,0.27,360.28,bookstore_customers
3331,04-06-2019,YYC-DT,10,0.4,117.42,bookstore_customers
3332,25-07-2020,YYC-DT,4,0.22,102.57,bookstore_customers
3333,19-04-2024,YYC-DT,4,0.6,79.11,bookstore_customers
3334,31-05-2024,YYC-DT,16,0.09,131.76,bookstore_customers
3335,10-01-2024,YYC-DT,1,0.11,184.09,bookstore_customers
3336,18-06-2022,YYC-NW,8,0.64,32.31,bookstore_customers
3337,30-06-2024,YYC-DT,17,0.28,292.54,bookstore_customers
3338,07-01-2020,YYC-DT,0,0.34,94.24,bookstore_customers
3339,18-07-2022,YYC-SE,15,0.09,18.77,bookstore_customers
3340,14-01-2023,YYC-NW,9,0.5,113.78,bookstore_customers
3341,14-07-2023,YYC-NW,7,0.49,83.78,bookstore_customers
3342,06-02-2022,YYC-DT,4,0.48,135.22,bookstore_customers
3343,28-09-2024,YYC-SE,2,0.51,174.79,bookstore_customers
3344,27-08-2024,YYC-SE,10,0.33,238.4,bookstore_customers
3345,31-01-2024,YYC-SE,19,0.56,350.1,bookstore_customers
3346,22-12-2022,YYC-DT,6,0.17,61.47,bookstore_customers
3347,04-03-2020,YYC-DT,5,0.38,169.53,bookstore_customers
3348,29-09-2020,YYC-DT,10,0.17,457.94,bookstore_customers
3349,02-07-2019,YYC-NW,6,0.18,88.42,bookstore_customers
3350,12-05-2022,YYC-DT,3,0.18,90.64,bookstore_customers
3351,03-10-2022,YYC-DT,9,0.43,7.5,bookstore_customers
3352,06-09-2020,YYC-DT,4,0.24,291.55,bookstore_customers
3353,22-11-2022,YYC-DT,7,0.33,128.25,bookstore_customers
3354,28-10-2021,YYC-DT,16,0.36,55.61,bookstore_customers
3355,19-07-2023,YYC-NW,10,0.24,221.55,bookstore_customers
3356,31-03-2020,YYC-NW,9,0.28,81.39,bookstore_customers
3357,05-08-2021,YYC-NW,5,0.2,359.68,bookstore_customers
3358,10-03-2023,YYC-DT,7,0.14,110.17,bookstore_customers
3359,29-03-2022,YYC-SE,0,0.25,37.51,bookstore_customers
3360,13-05-2022,YYC-SE,11,0.22,85.92,bookstore_customers
3361,08-07-2023,YYC-DT,7,0.32,73.57,bookstore_customers
3362,11-12-2023,YYC-NW,9,0.73,53.11,bookstore_customers
3363,03-05-2023,YYC-DT,9,0.18,69.54,bookstore_customers
3364,05-03-2023,YYC-SE,9,0.19,84.55,bookstore_customers
3365,09-01-2023,YYC-NW,6,0.42,285.85,bookstore_customers
3366,23-03-2019,YYC-SE,8,0.34,142.55,bookstore_customers
3367,03-07-2021,YYC-SE,9,0.15,212.31,bookstore_customers
3368,08-06-2020,YYC-NW,12,0.12,126.92,bookstore_customers
3369,26-03-2019,YYC-NW,13,0.19,118.09,bookstore_customers
3370,23-03-2024,YYC-NW,6,0.44,233.62,bookstore_customers
3371,30-08-2022,YYC-NW,0,0.47,141.71,bookstore_customers
3372,27-11-2019,YYC-DT,16,0.14,213.85,bookstore_customers
3373,19-12-2022,YYC-NW,17,0.29,232.01,bookstore_customers
3374,03-03-2021,YYC-DT,11,0.29,202.21,bookstore_customers
3375,13-08-2023,YYC-NW,3,0.25,145.88,bookstore_customers
3376,28-11-2023,YYC-DT,11,0.3,183.14,bookstore_customers
3377,22-06-2019,YYC-NW,11,0.2,100.76,bookstore_customers
3378,04-05-2023,YYC-NW,9,0.09,142.85,bookstore_customers
3379,03-03-2024,YYC-DT,14,0.68,132.87,bookstore_customers
3380,04-10-2021,YYC-SE,8,0.09,30.77,bookstore_customers
3381,30-11-2021,YYC-NW,4,0.19,85.28,bookstore_customers
3382,22-10-2021,YYC-NW,5,0.2,103.53,bookstore_customers
3383,24-11-2024,YYC-DT,0,0.26,128.69,bookstore_customers
3384,07-02-2020,YYC-SE,6,0.49,378.42,bookstore_customers
3385,16-12-2023,YYC-DT,5,0.71,42.88,bookstore_customers
3386,26-07-2024,YYC-NW,1,0.44,168.81,bookstore_customers
3387,11-09-2022,YYC-SE,9,0.22,220.06,bookstore_customers
3388,11-02-2021,YYC-SE,9,0.2,238.58,bookstore_customers
3389,19-11-2019,YYC-DT,6,0.08,105.37,bookstore_customers
3390,14-11-2023,YYC-DT,5,0.43,103.97,bookstore_customers
3391,08-08-2022,YYC-NW,11,0.33,138.83,bookstore_customers
3392,22-03-2024,YYC-NW,9,0.5,83.95,bookstore_customers
3393,22-07-2023,YYC-DT,3,0.37,119.79,bookstore_customers
3394,21-08-2023,YYC-NW,16,0.12,79.62,bookstore_customers
3395,31-08-2022,YYC-SE,8,0.59,243.62,bookstore_customers
3396,03-10-2019,YYC-DT,2,0.12,339.37,bookstore_customers
3397,17-05-2019,YYC-NW,17,0.48,222.15,bookstore_customers
3398,28-09-2023,YYC-DT,6,0.07,166.31,bookstore_customers
3399,29-05-2021,YYC-NW,2,0.27,96.31,bookstore_customers
3400,11-01-2021,YYC-DT,12,0.28,124.28,bookstore_customers
3401,27-02-2023,YYC-DT,17,0.09,216.5,bookstore_customers
3402,21-04-2020,YYC-SE,12,0.19,118.64,bookstore_customers
3403,30-01-2024,YYC-DT,10,0.29,92.9,bookstore_customers
3404,28-05-2020,YYC-SE,8,0.06,316.51,bookstore_customers
3405,11-03-2021,YYC-NW,11,0.62,372.34,bookstore_customers
3406,07-03-2022,YYC-NW,13,0.12,184.28,bookstore_customers
3407,29-04-2021,YYC-SE,7,0.21,239.55,bookstore_customers
3408,23-12-2020,YYC-DT,8,0.42,215.24,bookstore_customers
3409,13-09-2021,YYC-NW,7,0.41,93.44,bookstore_customers
3410,21-11-2020,YYC-DT,12,0.24,324.37,bookstore_customers
3411,06-12-2022,YYC-DT,8,0.24,138.68,bookstore_customers
3412,05-09-2022,YYC-DT,6,0.23,172.47,bookstore_customers
3413,30-04-2019,YYC-SE,2,0.21,111.11,bookstore_customers
3414,21-07-2024,YYC-SE,9,0.65,268.95,bookstore_customers
3415,13-04-2020,YYC-SE,14,0.21,124.75,bookstore_customers
3416,06-12-2023,YYC-SE,0,0.21,90.24,bookstore_customers
3417,11-07-2020,YYC-NW,2,0.25,47,bookstore_customers
3418,28-01-2020,YYC-DT,10,0.22,282.44,bookstore_customers
3419,12-10-2021,YYC-NW,21,0.15,373.46,bookstore_customers
3420,09-06-2020,YYC-NW,3,0.35,188.22,bookstore_customers
3421,11-04-2020,YYC-NW,2,0.53,54.87,bookstore_customers
3422,19-10-2020,YYC-DT,12,0.28,171.76,bookstore_customers
3423,19-04-2019,YYC-DT,12,0.12,217.64,bookstore_customers
3424,22-04-2019,YYC-NW,0,0.09,139.25,bookstore_customers
3425,21-07-2020,YYC-DT,2,0.36,107.74,bookstore_customers
3426,19-09-2020,YYC-NW,7,0.33,74.42,bookstore_customers
3427,17-07-2024,YYC-DT,0,0.24,145.68,bookstore_customers
3428,10-09-2023,YYC-SE,17,0.26,155.39,bookstore_customers
3429,22-01-2024,YYC-SE,4,0.32,184.42,bookstore_customers
3430,12-06-2023,YYC-DT,6,0.19,53.2,bookstore_customers
3431,21-05-2020,YYC-NW,7,0.22,171.23,bookstore_customers
3432,30-04-2023,YYC-DT,13,0.33,167.23,bookstore_customers
3433,07-07-2021,YYC-DT,15,0.22,63.76,bookstore_customers
3434,20-07-2022,YYC-SE,3,0.44,213.82,bookstore_customers
3435,13-09-2024,YYC-SE,5,0.28,97.7,bookstore_customers
3436,14-11-2021,YYC-NW,0,0.12,164.78,bookstore_customers
3437,26-01-2021,YYC-SE,0,0.27,167.1,bookstore_customers
3438,24-11-2024,YYC-DT,6,0.49,128.18,bookstore_customers
3439,24-12-2024,YYC-DT,4,0.08,239.36,bookstore_customers
3440,10-01-2022,YYC-SE,9,0.24,168.11,bookstore_customers
3441,08-10-2024,YYC-DT,22,0.34,211.29,bookstore_customers
3442,11-12-2021,YYC-DT,9,0.29,97.04,bookstore_customers
3443,27-01-2019,YYC-DT,12,0.8,115.8,bookstore_customers
3444,23-04-2022,YYC-SE,7,0.15,187.26,bookstore_customers
3445,11-08-2023,YYC-NW,4,0.06,457.22,bookstore_customers
3446,15-03-2020,YYC-SE,5,0.44,33.13,bookstore_customers
3447,02-09-2020,YYC-DT,8,0.28,345.33,bookstore_customers
3448,23-01-2024,YYC-SE,7,0.21,205.32,bookstore_customers
3449,24-01-2023,YYC-NW,6,0.5,61.61,bookstore_customers
3450,11-03-2024,YYC-DT,14,0.1,251.33,bookstore_customers
3451,25-04-2023,YYC-DT,14,0.21,44.48,bookstore_customers
3452,06-12-2020,YYC-DT,1,0.49,316.06,bookstore_customers
