customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,first_purchase_date,last_purchase_date,region,loyalty_member,total_purchases,total_spent,avg_purchase_value,visits_2023,has_escalation,escalation_reason,customer_rating
8051,28-04-2019,ONLINE,8,0,114.5,28-04-2019,25-02-2021,ONLINE,0,40,3427.62,86.44,6,No,None ,4.5
7276,08-01-2021,ONLINE,13,3.31,130.82,08-01-2021,13-03-2023,Online  ,,57,1619.37,30.27,16,FALSE,none,3.7
6740,26-12-2019,YYC-dt,3,3.43,76.43,26-12-2019,20-09-2020,CALGARY DOWNTOWN,FALSE,9,823.31,82.16,1,No,,3.5
11875,12-10-2020,yyc-dt,18,0,204.71,12-10-2020,21-02-2022,CALGARY DOWNTOWN,N,87,2211.53,25.18,15,FALSE,None,3.7
2856,09-10-2023,YYC-NW,8,0,66.19,09-10-2023,31-10-2024,Calgary NW  ,1,7,755.92,92.07,4,No,None,4.4
597,28-11-2023,YYC NW,11,0,31.4,28-11-2023,16-07-2024,Calgary NW,FALSE,7,565.25,85.1,10,0,,4
10962,06-03-2024,yyc-dt,16,0,28.91,06-03-2024,07-11-2024,Calgary Downtown,FALSE,13,853.33,71.61,,No,None,4.5
2323,26-10-2019,YYC-NW ,5,0,92.63,26-10-2019,28-08-2024,Calgary Nw,TRUE,18,952.46,49.39,3,1,Billing Error ,3.7
571,05-07-2021,YYC-SE,9,3.46,116.24,05-07-2021,19-07-2022,calgary se,0,29,,78.83,6,,None,3.8
8213,07-12-2023,YYC-DT,13,0,33.94,07-12-2023,21-08-2024,calgary downtown,,13,471.86,43.56,11,FALSE,NONE,3.5
5305,12-11-2023,YYC-SE,18,3.06,258.62,12-11-2023,02-11-2024,CALGARY SE,TRUE,18,744.03,39.16,15,FALSE,,5
9700,27-06-2021,YYC-DT ,19,0,39.92,27-06-2021,26-09-2024,Calg Downtown,N,54,2091.07,41.83,,Y,Rude Staff ,3
8527,14-07-2023,YYC-SE ,2,0,57.35,14-07-2023,14-07-2024,Calg SE,N,2,231.54,79.16,1,Y,,3.7
4991,07-09-2023,YYC-DT,15,0.58,159.54,07-09-2023,08-11-2024,CALGARY DOWNTOWN,FALSE,20,1112.79,58.58,15,FALSE,none,4
10579,01-11-2023,YYC SE,15,0,94.63,01-11-2023,25-02-2024,Calgary SE,No,16,1504.35,86.89,13,Y,DamagedBook,3.1
6724,22-02-2023,yyc-nw,3,0.51,186.7,,28-04-2024,calgary nw,0,4,227.72,53.71,3,0,None ,2.9
8710,,YYC-NW,15,2.89,137.67,15-01-2020,14-02-2022,Calgary Nw,TRUE,61,5248.67,83.23,14,,None,5
1391,25-03-2024,yyc-nw,9,0.05,79.59,25-03-2024,21-09-2024,Calgary NW  ,FALSE,4,212.4,51.93,,Yes,Website Issue ,3.1
2145,28-03-2021,YYC-DT ,,1.22,228.45,28-03-2021,16-07-2021,Calgary Downtown,TRUE,6,455.26,,0,0,None,5
9681,07-06-2019,ONLINE,,0,60.41,07-06-2019,09-05-2024,Online,FALSE,41,2344.24,56.96,9,FALSE,None,4.1
1517,17-08-2021,ONLINE,18,0,292.03,17-08-2021,14-06-2022,online,0,43,1319.08,30.12,21,N,None,4.3
7281,05-03-2024,YYC SE,2,,27.52,05-03-2024,13-10-2024,Calgary SE  ,Y,1,68.86,69.05,0,N,none,3.9
4948,24-08-2024,YYC-dt,20,0.77,255.69,24-08-2024,27-11-2024,CALGARY DOWNTOWN,0,6,,78.21,11,,None,3.7
3493,11-09-2019,YYC-dt,18,2.36,41.89,11-09-2019,10-02-2022,calgary downtown,FALSE,90,3786.23,43.31,14,No,None,4.2
3063,12-11-2024,YYC-DT,17,0,257.2,12-11-2024,,Calgary Downtown,Y,1,223.22,73.15,21,N,,5.1
2179,27-12-2020,YYC-DT,,0.05,77.7,,18-09-2021,calgary downtown,FALSE,60,4097.49,67.33,8,N,NONE,5.1
11740,19-10-2024,YYC NW,14,,124.37,19-10-2024,05-07-2024,Calgary NW,1,3,174.27,56.46,14,TRUE,Damaged Book,3.6
3968,29-10-2020,YYC NW,7,,81.97,29-10-2020,20-11-2023,Calgary Nw,FALSE,21,539.8,23.6,4,Yes,Website Issue,2.8
715,05-04-2021,YYC-NW,9,,142.06,05-04-2021,13-12-2022,calgary nw,Y,27,1682.46,60.51,11,N,None ,
33,02-08-2021,YYC SE,18,1.47,35.74,02-08-2021,09-09-2022,Calgary SE,FALSE,52,2678.64,51.85,14,Y,billing error,3.2
5506,03-12-2023,YYC-DT,5,,164.31,03-12-2023,23-09-2024,Calgary Downtown  ,,6,554.05,93.68,5,N,None,4.5
10089,30-10-2022,yyc-dt,3,0,85.35,30-10-2022,24-01-2024,Calgary Downtown  ,N,4,213.5,,2,N,None,4.3
9237,27-02-2020,YYC-SE,18,2.33,109.07,27-02-2020,01-01-2021,calgary se,No,86,5120.74,58.84,,1,LATE DELIVERY,3.6
4699,22-05-2024,YYC NW,4,0,155.18,22-05-2024,,Calgary NW,Y,4,235.17,,3,N,,4
5836,26-11-2019,YYC-DT,13,0,293.2,26-11-2019,01-07-2024,calgary downtown,FALSE,60,5347.41,91.77,9,TRUE,Website Issue ,4.2
2773,04-10-2023,YYC-NW,13,3.21,115.38,04-10-2023,23-12-2024,Calgary NW,No,,604.57,34.43,11,,,
6953,04-10-2019,YYC DT,11,0.37,147.73,04-10-2019,10-07-2023,Calgary Downtown,FALSE,54,4700.81,37.92,11,Yes,DAMAGED BOOK,
7247,13-05-2023,YYC-DT,9,3.07,86.17,13-05-2023,09-10-2024,Calgary Downtown,FALSE,18,676.4,84.01,10,No,NONE,4.7
3407,21-09-2022,YYC-SE,11,0,62.85,21-09-2022,,Calg SE,1,26,1296.06,56.03,11,N,None,4.4
4621,09-10-2022,yyc-dt,7,0,97.64,09-10-2022,17-09-2024,Calgary Downtown  ,N,19,1387.33,77.32,4,No,None ,3.9
9365,,YYC SE,2,0,87,10-04-2024,25-12-2024,calgary se,,2,48.82,48.79,1,FALSE,None ,3.7
258,13-05-2019,ONLINE,12,0,92.79,13-05-2019,28-06-2021,ONLINE,Yes,,,39.36,13,N,NONE,4.5
706,,YYC-NW,3,0,259.52,20-10-2024,18-07-2024,calgary nw,N,1,2.3,0.45,,Yes,,
5858,11-01-2020,YYC-NW,18,0,155.29,11-01-2020,16-03-2022,calgary nw,No,76,3934.92,57.7,19,FALSE,NONE,4.2
9157,,YYC-NW,18,0,93.04,17-11-2022,06-12-2024,Calgary Nw,N,28,2304.44,79.25,,FALSE,None,4.7
7939,03-09-2021,YYC SE,7,0,143.8,03-09-2021,31-10-2023,Calgary SE  ,No,25,1303.78,56.87,4,Y,Damaged Book,4
3893,13-05-2019,yyc-nw,8,1.12,69.16,13-05-2019,25-05-2020,Calgary Nw,TRUE,40,,87.3,6,N,None,4.2
2810,23-01-2019,ONLINE,,0,161.38,23-01-2019,07-10-2022,Online,0,101,3772.52,35.29,11,No,None ,
1846,19-01-2021,yyc-nw,17,0,366.71,19-01-2021,12-10-2023,Calgary Nw,0,57,4265.05,74.75,16,FALSE,,3.8
6095,,YYC NW,10,1.4,48.06,17-07-2019,,CALGARY NW,0,43,2028.78,46.99,12,N,None,3.7
3585,05-05-2019,YYC-SE,9,0.98,402.78,05-05-2019,17-06-2023,Calgary SE  ,FALSE,43,5664.43,79.3,8,FALSE,,3.9
4823,,ONLINE,10,0,276.24,03-01-2021,08-08-2022,ONLINE,,,3085.56,74.69,10,FALSE,NONE,4.4
5390,06-04-2019,YYC-DT,17,2.36,188.03,06-04-2019,,CALGARY DOWNTOWN,,113,2816.36,27.88,18,,None ,3.8
10492,09-01-2021,yyc-se,15,,438.76,09-01-2021,17-11-2021,CALGARY SE,Y,60,2535.31,47.06,13,N,None,4.1
7758,,YYC-NW,16,1.02,112.65,06-10-2023,,CALGARY NW,No,23,1268.3,60.08,8,No,NONE,3.9
7721,19-03-2020,YYC-se,11,0.8,82.22,19-03-2020,28-08-2021,Calg SE,FALSE,52,4481.63,88.3,5,FALSE,None,4.1
7337,04-07-2020,YYC DT,19,0,15.09,04-07-2020,29-06-2024,Calg Downtown,1,81,5172.39,,,No,,4.1
8376,22-06-2019,YYC-dt,10,1.72,71.72,22-06-2019,15-07-2023,Calgary Downtown  ,FALSE,44,2428.74,54.67,5,TRUE,Damaged Book ,3.2
4722,06-06-2019,YYC-DT,4,1.37,209.91,06-06-2019,17-06-2022,Calg Downtown,,24,2105.82,94.6,4,FALSE,None ,4
11618,03-07-2020,YYC-dt,8,0.96,229.97,03-07-2020,27-09-2021,CALGARY DOWNTOWN,0,22,1972.17,87.12,7,FALSE,NONE,4.6
7350,,YYC-DT,18,,175.6,30-03-2019,12-02-2021,Calgary Downtown,Yes,116,15111.12,56.85,11,0,None,4.9
863,23-02-2021,YYC-nw,5,1.05,143.22,23-02-2021,24-06-2021,Calgary Nw,FALSE,20,1738.1,92.06,5,,none,4.2
8290,09-04-2022,YYC-NW,8,4.41,62.59,09-04-2022,17-12-2023,CALGARY NW,,18,790.93,45.63,4,N,,0.2
5461,25-08-2023,YYC-se,,0,64.88,25-08-2023,15-09-2024,Calgary Se,N,18,799.01,43.91,14,No,None,4.1
4571,04-12-2019,YYC-DT ,,3.07,103.14,04-12-2019,,calgary downtown,1,87,7986.11,94.62,9,0,,3.8
9679,,YYC-dt,13,0,52.22,04-07-2022,07-12-2024,Calg Downtown,No,,1027.03,41.21,12,No,none,4.5
8378,03-07-2020,YYC DT,5,0,80.55,03-07-2020,23-10-2021,CALGARY DOWNTOWN,No,21,,25.13,6,Yes,WebsiteIssue,3.2
11637,23-05-2022,YYC DT,10,2.18,254.95,23-05-2022,18-12-2023,Calgary Downtown  ,FALSE,15,,38.11,9,0,NONE,3.9
10436,25-03-2019,YYC-DT,11,0,82.46,25-03-2019,19-05-2023,calgary downtown,,72,4357.89,59.73,13,0,None,3.6
4356,,ONLINE,,2.33,172.66,02-01-2019,01-01-2022,Online,,74,4831.9,140.33,,FALSE,None ,4.3
5606,07-12-2021,YYC-SE,19,0,117.32,07-12-2021,21-10-2024,Calgary SE  ,No,48,,54.24,17,Yes,RUDE STAFF,3.7
3159,28-05-2024,YYC-NW,7,0,29.2,28-05-2024,16-12-2024,Calgary NW  ,FALSE,3,150.31,50.22,9,0,NONE,4.5
1132,06-12-2024,yyc-dt,19,0,8.91,06-12-2024,19-11-2024,calgary downtown,FALSE,4,117.95,29.99,13,0,none,
4808,12-08-2023,YYC-SE,13,2.55,121.13,12-08-2023,18-04-2024,Calgary Se,,15,1468.88,92.02,9,1,None,2.8
342,03-04-2024,YYC-SE,8,0,199.55,03-04-2024,26-07-2024,Calgary SE  ,N,7,195.77,32.76,6,0,None ,3.6
574,25-08-2019,YYC-dt,12,0,34.15,25-08-2019,04-12-2022,CALGARY DOWNTOWN,N,42,3779.23,85.4,10,FALSE,none,4.1
11403,30-01-2021,YYC-DT,4,0,130.17,30-01-2021,22-04-2022,Calgary Downtown,FALSE,11,626.72,51.66,0,FALSE,None,3.7
6959,02-06-2019,YYC-NW,16,0,21.02,02-06-2019,30-08-2024,CALGARY NW,Yes,84,4767.2,59.54,9,1,Late Delivery ,3.6
8084,,yyc-nw,9,0,320.21,14-02-2019,24-09-2024,Calgary NW,N,,2129.61,52.27,8,FALSE,None,
4766,31-01-2020,YYC-NW,13,0,53.02,31-01-2020,01-12-2023,Calg NW,FALSE,45,3433.31,80.74,11,1,WebsiteIssue,3.3
485,,YYC-SE,10,0,105.9,22-03-2024,19-07-2024,Calgary Se,TRUE,,,37.53,8,No,none,5.7
2966,,YYC-DT,,2.8,36.28,14-06-2021,24-02-2024,Calgary Downtown,FALSE,9,348.44,34.88,3,FALSE,None,3.9
2265,,yyc-dt,8,0,276.12,08-07-2023,02-02-2024,Calgary Downtown,TRUE,10,377.12,37.79,5,0,None,4.3
4666,11-04-2022,YYC-DT,13,0,407.86,11-04-2022,14-01-2024,Calgary Downtown  ,FALSE,37,1203.62,35.29,,Y,Website Issue ,3.3
5978,,YYC-dt,8,0,115,02-03-2024,15-12-2024,Calgary Downtown,FALSE,6,285.36,59.14,6,0,,3.5
993,05-12-2019,ONLINE,12,0,231.67,05-12-2019,12-11-2024,Online,1,40,2908.44,70.39,8,0,NONE,
5465,11-02-2024,ONLINE ,12,0,309.86,11-02-2024,28-07-2024,ONLINE,,12,538.29,51.93,15,FALSE,None,5.6
7701,09-08-2024,YYC-DT,12,0,61.49,09-08-2024,,Calg Downtown,No,,129.98,34.27,15,Y,LATE DELIVERY,3
5969,20-08-2020,YYC-NW,14,0,106.76,20-08-2020,26-10-2023,Calgary NW  ,FALSE,60,4624.81,78.74,12,Y,,3.3
6528,16-04-2024,yyc-dt,11,0,153.55,16-04-2024,13-08-2024,Calg Downtown,FALSE,7,557.93,91.95,7,,None,4.7
4610,11-10-2022,yyc-nw,11,0,107.51,11-10-2022,27-01-2023,CALGARY NW,No,25,1004.01,,6,No,None,4.2
725,26-07-2020,ONLINE,2,4.77,204.86,26-07-2020,15-11-2022,Online,,14,828.43,,,No,None ,3.6
3351,02-02-2023,YYC SE,,0,93.17,02-02-2023,15-08-2024,Calgary Se,1,37,1406.34,,19,Yes,BillingError,4
2820,22-11-2023,YYC DT,12,0,211.98,22-11-2023,,CALGARY DOWNTOWN,N,13,565.31,46.96,9,0,None,4.1
131,15-07-2021,yyc-nw,3,2.05,117.6,15-07-2021,19-02-2024,Calgary NW,0,10,555.94,60.35,2,FALSE,,3.7
1744,26-10-2021,YYC-NW ,14,0,212.44,26-10-2021,03-03-2024,CALGARY NW,TRUE,39,2492.12,66.29,14,Y,,3.6
1657,22-09-2020,YYC-SE,9,,100.32,22-09-2020,03-11-2024,Calgary SE,0,26,1574.37,59.29,9,FALSE,None,4.5
7493,12-08-2019,YYC-NW ,,0,44.93,,01-01-2024,calgary nw,0,31,2724.91,80.58,7,N,,3.3
2691,10-12-2021,YYC-DT,1,0.02,103.92,10-12-2021,19-08-2023,Calgary Downtown,FALSE,6,455.48,91.35,2,TRUE,LateDelivery,3.4
5257,27-08-2019,YYC-DT,9,2.24,195.57,27-08-2019,21-04-2024,Calg Downtown,No,40,1208.71,25.98,6,Yes,None,3.6
11320,,YYC-DT,14,2.5,297.32,27-04-2022,08-08-2022,Calgary Downtown,0,30,1781.28,59.73,10,Y,website issue,3
6410,12-03-2023,YYC-DT,18,0.31,226.53,12-03-2023,04-04-2024,Calg Downtown,FALSE,29,2036.31,67.62,19,Yes,damaged book,3.8
9295,22-01-2024,YYC DT,7,3.24,129.52,22-01-2024,12-09-2024,Calgary Downtown,TRUE,5,181.89,37.2,8,N,,5
9678,22-08-2020,ONLINE ,16,0.57,92.78,22-08-2020,28-10-2021,Online  ,1,71,3203.34,46.71,11,FALSE,None,5
3108,25-04-2021,ONLINE,4,0,82.23,25-04-2021,16-10-2023,Online,Yes,11,813.42,,5,FALSE,None,3.9
1689,01-05-2023,YYC-SE,11,3.04,55.85,01-05-2023,05-02-2024,CALGARY SE,Yes,17,1444.67,87.72,7,N,,
8385,09-01-2023,YYC-NW,13,0.16,44.37,,02-03-2024,Calg NW,Y,23,1320.63,56.52,16,FALSE,None ,4.6
6573,08-01-2024,YYC DT,15,1.89,163.79,,,Calgary Downtown,0,15,1390.39,92.51,15,TRUE,RudeStaff,3.3
8897,05-10-2021,YYC-DT ,7,,16.99,05-10-2021,,Calgary Downtown,TRUE,22,690.09,31.57,8,TRUE,,3.4
2448,06-12-2019,yyc-se,14,2.07,140.78,06-12-2019,,Calgary Se,TRUE,74,3465.28,46.84,14,No,None,
9222,06-01-2024,yyc-dt,4,0,27.26,,26-09-2024,Calg Downtown,0,2,183.64,,1,FALSE,None ,3.6
5190,15-01-2024,YYC-SE,20,0,233,15-01-2024,05-05-2024,CALGARY SE,,15,766.72,58.93,19,FALSE,,4.2
11234,,YYC-DT,3,2.36,205.28,,23-09-2024,Calgary Downtown,1,2,110.45,52.4,1,1,rude staff,3.5
1849,27-06-2023,ONLINE ,16,0.8,134.06,,13-11-2024,online,FALSE,24,2501.48,62.08,20,N,,3.8
5517,11-07-2023,YYC NW,10,,168.96,11-07-2023,12-08-2024,Calgary NW  ,0,12,679.49,,9,FALSE,None,4.3
4973,14-10-2023,ONLINE,8,0,107.82,,14-01-2024,Online  ,Yes,10,417.47,47.83,6,FALSE,,
11895,,YYC-DT,18,1.75,76.47,07-06-2023,18-10-2024,calgary downtown,FALSE,25,796.97,32.65,16,FALSE,,3.6
6625,27-06-2024,YYC-DT ,,2.57,117.09,27-06-2024,11-12-2024,Calgary Downtown,FALSE,5,547.04,86.86,8,0,,6.3
5652,06-10-2022,YYC-SE,,4.63,115.66,06-10-2022,26-09-2023,Calg SE,No,11,994.67,178.23,4,FALSE,None,4.2
10149,05-03-2020,YYC-NW ,18,2.35,183.72,05-03-2020,24-04-2022,Calgary Nw,FALSE,67,2129.38,31.72,14,FALSE,None ,
6129,10-04-2022,ONLINE,9,0.11,206.38,10-04-2022,17-02-2023,online,TRUE,22,1237.68,59.68,9,FALSE,none,4.7
10060,18-09-2024,YYC-DT,12,1.34,154,18-09-2024,21-01-2024,Calgary Downtown,No,2,64.48,32.68,8,FALSE,None,3.8
6890,06-12-2022,YYC-DT ,,0,119.76,06-12-2022,02-08-2023,Calg Downtown,,,334.97,25.27,7,Yes,Late Delivery ,3.2
40,,YYC-DT,6,0,184.82,12-09-2023,22-12-2023,Calgary Downtown,Y,6,257.17,,,FALSE,None,5.1
8639,02-11-2023,YYC-DT,,0,126.03,02-11-2023,10-03-2024,Calg Downtown,FALSE,5,289.02,60.82,8,FALSE,,4.1
8873,22-11-2020,YYC-NW,10,0.39,94.66,22-11-2020,18-08-2021,CALGARY NW,FALSE,31,2514.45,81.71,8,1,damaged book,3.8
4546,21-07-2019,YYC-DT,19,0,18.48,21-07-2019,03-08-2024,Calgary Downtown,,103,6381.48,,10,0,None,4.4
3411,02-12-2021,yyc-nw,9,0,57.75,02-12-2021,23-01-2023,Calgary Nw,No,,967.67,48.44,8,FALSE,none,4.1
1833,,yyc-dt,7,4.48,265.9,31-03-2024,16-12-2024,CALGARY DOWNTOWN,0,4,,42.7,8,N,none,3.9
8689,20-08-2023,YYC-dt,,0,182.8,20-08-2023,13-10-2024,Calgary Downtown  ,0,12,998.72,93.28,10,0,None ,4.1
3245,,YYC-DT,18,2.1,109.86,14-07-2022,02-07-2023,Calgary Downtown,1,49,2663.14,60.57,15,No,NONE,4.9
4540,09-09-2023,YYC DT,4,0,173.67,09-09-2023,09-12-2023,Calgary Downtown,FALSE,5,,38.31,,0,,3.4
8643,20-08-2020,YYC-DT ,16,0.83,159.42,20-08-2020,31-12-2020,calgary downtown,FALSE,61,1878.28,31.18,18,0,,
9985,09-10-2023,YYC DT,,0.76,50.07,09-10-2023,01-03-2024,Calgary Downtown,N,1,171.35,88.69,1,TRUE,WebsiteIssue,3.1
2635,09-09-2024,online,4,0,93.95,09-09-2024,14-12-2024,Online  ,0,0,2.03,0,2,N,None,4.6
5408,04-08-2020,YYC-SE,13,0,39.57,04-08-2020,01-01-2023,Calg SE,N,46,3345.58,71.8,15,N,None,4
1779,26-08-2021,YYC-DT,10,0,78.57,,15-02-2022,CALGARY DOWNTOWN,FALSE,28,1697.84,59.41,7,FALSE,NONE,3.8
11152,15-03-2022,YYC-DT,7,1.28,75.34,15-03-2022,03-01-2024,Calgary Downtown,0,8,920.35,87.25,5,N,,3.9
10828,07-08-2021,yyc-se,1,0,151.16,07-08-2021,19-10-2022,Calgary SE  ,0,6,1193.01,88.63,2,0,None,3.6
10185,10-08-2022,YYC DT,0,4.4,52.82,10-08-2022,09-03-2024,Calgary Downtown  ,0,4,246.03,53.97,,FALSE,None,3.4
4981,02-01-2019,YYC-SE,6,,141.16,02-01-2019,19-10-2023,Calgary Se,,29,1632.95,51.54,6,No,None,3.4
1923,12-06-2024,YYC-DT,8,0,93.95,12-06-2024,06-11-2024,calgary downtown,FALSE,2,298.64,77.46,8,0,none,4.7
5378,12-07-2024,YYC-DT,18,0,217.61,12-07-2024,08-11-2024,Calgary Downtown,FALSE,6,166.79,27.71,20,N,None,4.1
3729,22-07-2021,YYC-nw,17,3.11,74.5,22-07-2021,19-01-2024,Calgary NW  ,FALSE,52,1872.81,,13,,NONE,4.4
9852,02-06-2023,YYC DT,5,2.32,107.16,02-06-2023,,Calgary Downtown,No,5,596.71,89.52,5,1,,4.1
5877,11-08-2022,YYC-se,18,0,68.02,11-08-2022,06-08-2024,Calgary SE  ,N,36,3169.36,86.96,20,No,,4.1
2319,06-08-2021,YYC-NW,,0,35.52,06-08-2021,21-07-2024,Calgary Nw,No,25,,60.26,9,0,,3.2
6526,26-01-2020,YYC SE,11,0,271.97,26-01-2020,17-09-2022,Calgary Se,Y,47,3547.66,,13,FALSE,None,4.4
4496,15-08-2024,YYC-SE ,15,1.15,151.76,15-08-2024,19-11-2024,Calgary SE  ,N,6,239.21,49.98,11,FALSE,none,3.3
8867,20-02-2022,YYC-NW,15,0,277.67,20-02-2022,28-10-2024,Calgary Nw,0,41,3548.83,88.34,8,Y,None,3.3
3464,10-11-2020,YYC DT,8,0.32,211.5,10-11-2020,12-11-2021,Calgary Downtown  ,N,23,1860,82.83,4,N,none,3.8
7783,13-07-2023,YYC-NW,9,0,76.95,13-07-2023,15-02-2024,CALGARY NW,FALSE,14,1403.29,92.51,10,N,,4.3
1058,19-12-2019,YYC-NW,,,100.25,19-12-2019,15-12-2022,Calg NW,,48,4046.25,86.01,9,FALSE,None,4
1124,07-12-2024,YYC-DT ,14,5.56,136.34,07-12-2024,01-06-2024,Calg Downtown,Yes,2,153.83,80.26,13,0,,4.3
10392,17-07-2021,YYC-NW,7,0,245.71,17-07-2021,29-06-2023,Calgary NW,Y,22,1001.12,48.92,6,0,none,4.3
3297,12-03-2019,YYC-SE,9,1.14,246.88,12-03-2019,07-07-2021,Calgary Se,TRUE,51,2894.01,56.58,2,,none,4.4
9891,28-09-2024,YYC SE,3,1.3,158.49,28-09-2024,16-06-2024,calgary se,N,0,0.86,0.51,,0,None,3.9
10036,20-11-2019,YYC-DT,12,1.68,201.36,20-11-2019,07-10-2021,Calgary Downtown  ,FALSE,68,2271.94,33.96,12,Y,None,3.8
6422,04-09-2020,YYC-DT ,10,0,23.75,04-09-2020,28-08-2024,Calgary Downtown,N,51,3417.99,,7,FALSE,None,4.2
673,15-10-2023,YYC-SE,12,,268.96,15-10-2023,25-12-2024,Calgary SE,0,15,814.37,49.57,13,,NONE,3.6
8916,21-06-2019,YYC-NW,19,0,220.14,21-06-2019,06-09-2024,Calgary NW,FALSE,115,9466.49,83.9,11,FALSE,None,3.6
10485,15-12-2022,YYC-se,3,,203.8,,14-01-2024,Calgary Se,N,9,681.91,72.58,7,N,None,5
55,10-09-2024,YYC-DT,3,1.86,112.06,10-09-2024,18-12-2024,calgary downtown,0,0,1.97,0,3,FALSE,none,
1520,10-08-2021,YYC-NW,14,0,78.37,10-08-2021,22-07-2024,CALGARY NW,TRUE,38,3436,92.1,10,FALSE,None,4.5
8100,22-06-2022,YYC-dt,,4.26,91.06,22-06-2022,03-03-2023,CALGARY DOWNTOWN,Yes,3,201.75,52.85,2,No,,4.4
4859,07-03-2024,YYC SE,15,0,57.48,07-03-2024,,Calgary SE  ,No,7,479.06,54.03,13,N,None,4.1
3192,25-02-2022,ONLINE,9,4.56,87.27,,06-10-2024,ONLINE,0,30,1882.63,67.51,8,1,WebsiteIssue,3
7423,11-05-2024,YYC-dt,,0,33.11,11-05-2024,12-10-2024,Calgary Downtown  ,0,6,313.92,50.57,7,Yes,BILLING ERROR,3.9
4180,10-01-2021,YYC-DT,20,1.52,53.48,10-01-2021,24-08-2023,Calg Downtown,N,77,6050.39,78.7,13,FALSE,None,4
8713,,YYC-DT,10,1.83,217.94,16-02-2021,09-05-2022,CALGARY DOWNTOWN,N,32,2595.66,83.88,11,0,NONE,4.6
1734,04-12-2019,online,15,0,120.06,04-12-2019,,Online,FALSE,57,4902.99,82.91,13,FALSE,none,4.1
3352,25-01-2020,YYC-DT,17,1.93,62.66,25-01-2020,18-12-2020,Calgary Downtown  ,0,67,6307.41,93.9,11,FALSE,None ,3.6
10203,28-02-2021,YYC-SE,5,0,132.82,28-02-2021,14-06-2022,Calgary SE,,19,537.62,,7,0,,
11693,24-08-2023,YYC-dt,8,0,284.45,,28-06-2024,calgary downtown,No,8,442.84,61.1,5,Y,Rude Staff,3.5
9389,29-04-2021,YYC-NW ,,2.02,157.58,29-04-2021,20-04-2022,calgary nw,1,34,1431.74,39.66,6,0,None,4.4
2274,01-11-2023,YYC-DT,17,0.12,66.45,01-11-2023,30-04-2024,Calg Downtown,FALSE,20,511.03,26.44,16,N,,3.6
6908,19-05-2019,YYC-DT,8,0.29,181.42,19-05-2019,14-12-2023,Calg Downtown,0,41,2036.58,48.92,7,Y,damaged book,3.5
7347,18-12-2020,ONLINE,17,0,268.91,18-12-2020,16-09-2023,Online,FALSE,74,4026.63,113.91,11,No,,3.8
9165,12-11-2022,YYC-NW,17,0,13.47,12-11-2022,19-08-2024,Calg NW,,31,2328.78,76.02,10,0,none,0.8
9484,13-05-2021,YYC-DT,8,1.33,111.16,13-05-2021,31-07-2022,CALGARY DOWNTOWN,FALSE,31,2859.44,93.3,12,TRUE,website issue,3.4
4032,31-10-2022,YYC-NW,14,0,52.84,31-10-2022,05-12-2024,calgary nw,N,28,911.65,35.19,16,N,,
11279,01-12-2019,YYC DT,,0,102.8,01-12-2019,17-12-2024,calgary downtown,FALSE,11,,45.34,,,None,4.4
7446,19-06-2023,YYC-NW,20,1.1,25.25,19-06-2023,,Calgary NW  ,0,28,904.45,30.78,20,Yes,Website Issue ,3.2
3304,09-10-2019,YYC-DT,13,1.37,84.55,09-10-2019,05-11-2021,Calgary Downtown,FALSE,69,2428.52,33.78,10,No,None,3.9
10169,27-02-2022,YYC SE,5,1.12,319.78,27-02-2022,04-11-2022,Calgary Se,FALSE,15,579.13,38.05,,No,none,4.4
2318,,YYC SE,5,1.37,85.01,17-06-2022,20-09-2022,calgary se,,9,384.94,35.9,3,N,,3.3
349,20-07-2021,ONLINE,,2.14,85.18,20-07-2021,23-02-2023,Online,,27,764.38,26.96,5,TRUE,LATE DELIVERY,3.1
9010,26-07-2024,YYC-NW,18,3.86,142.33,26-07-2024,27-12-2024,calgary nw,N,10,296.18,,15,N,None,3.9
1208,18-06-2022,YYC-SE ,15,0,83.66,18-06-2022,21-12-2022,Calgary Se,Yes,,1664.51,46.4,11,FALSE,None,4.4
4663,02-07-2021,YYC-SE,17,0,236.09,02-07-2021,14-09-2024,Calgary Se,No,58,4688.39,79.03,11,FALSE,none,3.5
10827,17-12-2020,YYC-NW,17,0.96,104.47,17-12-2020,,Calg NW,No,60,,25.37,,Y,,2.3
11471,14-01-2024,YYC-DT,1,0,66.44,14-01-2024,13-09-2024,Calg Downtown,TRUE,2,64.61,59.21,,0,None ,5.3
11716,21-11-2019,YYC-SE,2,0,153.42,21-11-2019,02-02-2022,calgary se,0,8,382.33,47.11,2,FALSE,none,4.2
3677,,YYC-DT,18,0.71,47.18,08-03-2019,13-09-2024,Calgary Downtown,Yes,80,5341.46,64.77,19,FALSE,,4.4
8913,17-11-2019,YYC DT,13,0.01,117.67,17-11-2019,15-08-2022,calgary downtown,FALSE,68,3165.77,43.77,16,FALSE,,4.2
6875,15-02-2021,ONLINE,9,0,137.02,,,Online,N,32,1107.86,32.43,,No,NONE,4.2
5351,28-04-2024,YYC-DT,6,0,201.37,28-04-2024,02-11-2024,Calgary Downtown  ,No,3,302.3,,7,No,,4.1
2666,02-05-2019,yyc-se,14,4.33,170.29,02-05-2019,31-10-2022,calgary se,FALSE,84,3387.63,40.78,16,TRUE,None,3.2
